Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,SPRING_temp,SUMMER_temp,SUMMER_before_temp
51,Pyronia tithonus,Dorset,VC,8,1891,female,19.17,149.259,1.871,6.475,6.842405319213867,14.756150245666504,14.527251243591309
17,Aglais io,Hampshire,UA,7,1891,NA,27.384,305.358,3.515,7.707,6.9252543449401855,14.994415283203123,14.694035530090332
18,Aglais io,Hampshire,UA,7,1891,NA,26.807,285.118,2.665,7.896,6.9252543449401855,14.994415283203123,14.694035530090332
6,Aglais urticae,Berkshire,VC,8,1891,NA,24.113,216.379,2.18,6.929,6.535849571228027,14.52305507659912,14.370765686035156
7,Aglais urticae,Berkshire,VC,8,1891,NA,23.656,209.046,2.358,6.382,6.535849571228027,14.52305507659912,14.370765686035156
62,Pararge aegeria,Oxfordshire,VC,5,1891,NA,21.615,177.076,1.799,7.872,6.258780479431152,14.206212997436523,14.125371932983398
15,Lasiommata megera,Devon,UA,5,1891,male,22.584,197.641,1.82,8.173,6.779563903808594,14.378156661987305,14.123919486999512
16,Lasiommata megera,Devon,UA,5,1891,male,21.05,176.701,1.868,7.786,6.779563903808594,14.378156661987305,14.123919486999512
17,Lasiommata megera,Devon,UA,5,1891,male,22.428,202.336,1.577,8.125,6.779563903808594,14.378156661987305,14.123919486999512
18,Lasiommata megera,Devon,UA,5,1891,female,22.544,201.586,2.692,7.228,6.779563903808594,14.378156661987305,14.123919486999512
19,Lasiommata megera,Devon,UA,5,1891,female,22.512,218.087,2.402,7.058,6.779563903808594,14.378156661987305,14.123919486999512
20,Lasiommata megera,Devon,UA,5,1891,female,21.232,190.327,2.571,7.421,6.779563903808594,14.378156661987305,14.123919486999512
26,Lasiommata megera,Dorset,VC,9,1891,female,22.184,194.553,2.599,7.446,6.842405319213867,14.756150245666504,14.527251243591309
28,Lasiommata megera,Glamorganshire,VC,9,1891,female,23.317,221.805,2.814,7.689,6.620811462402344,14.36477756500244,14.045655250549316
42,Limenitis camilla,Hampshire,UA,7,1891,NA,26.785,263.511,2.02,8.91,6.9252543449401855,14.994415283203123,14.694035530090332
29,Polygonia c-album,Herefordshire,VC,6,1892,NA,26.919,280.482,3.907,10.473,7.00062894821167,13.89269733428955,14.175030708312988
30,Polygonia c-album,Herefordshire,VC,6,1892,NA,25.359,230.977,2.93,8.427,7.00062894821167,13.89269733428955,14.175030708312988
84,Coenonympha tullia,Cheshire,VC,7,1892,NA,18.78,132.265,1.9,5.209,6.9231109619140625,13.55076789855957,13.956106185913086
85,Coenonympha tullia,Cheshire,VC,7,1892,NA,18.491,129.352,1.905,5.677,6.9231109619140625,13.55076789855957,13.956106185913086
53,Melanargia galathea,Northamptonshire,VC,7,1892,male,23.246,203.324,1.815,9.877,6.883298397064209,13.975110054016112,14.280133247375488
3,Maniola jurtina,Oxfordshire,VC,6,1892,male,21.459,193.783,1.917,8.928,6.93703031539917,14.02683448791504,14.206212997436523
52,Maniola jurtina,North-east Yorkshire,VC,8,1892,female,24.263,241.165,2.693,8.076,5.690563678741455,12.573854446411133,13.032760620117188
5,Aglais urticae,Berkshire,VC,9,1892,NA,24.759,214.378,2.479,7.229,7.1816182136535645,14.23052978515625,14.52305507659912
8,Aglais urticae,Berkshire,VC,6,1892,NA,24.639,216.083,2.178,6.23,7.1816182136535645,14.23052978515625,14.52305507659912
53,Aglais urticae,Argyll,VC,8,1892,NA,25.151,239.158,2.857,9.148,4.441899299621582,10.542028427124023,11.59267520904541
55,Aglais urticae,Argyll,VC,8,1892,NA,24.678,236.927,2.553,7.327,4.441899299621582,10.542028427124023,11.59267520904541
78,Pararge aegeria,Northamptonshire,VC,7,1892,NA,19.875,160.965,1.664,7.027,6.883298397064209,13.975110054016112,14.280133247375488
79,Pararge aegeria,Northamptonshire,VC,7,1892,NA,22.723,189.522,1.886,7.715,6.883298397064209,13.975110054016112,14.280133247375488
27,Lasiommata megera,Glamorganshire,VC,7,1892,female,21.474,186.825,2.403,7.332,7.298065662384033,14.23357105255127,14.36477756500244
13,Limenitis camilla,Hampshire,UA,7,1892,NA,26.913,273.16,2.805,8.606,7.609471321105957,14.822750091552734,14.994415283203123
8,Polygonia c-album,Glamorganshire,VC,9,1893,NA,25.09,220.573,2.473,7.328,10.73697566986084,16.43729591369629,14.23357105255127
9,Polygonia c-album,Glamorganshire,VC,9,1893,NA,25.845,237.604,2.84,7.607,10.73697566986084,16.43729591369629,14.23357105255127
11,Polygonia c-album,Glamorganshire,VC,9,1893,NA,23.654,205.658,2.289,8.367,10.73697566986084,16.43729591369629,14.23357105255127
19,Aglais io,Suffolk,UA,7,1893,NA,27.032,280.434,2.806,8.461,9.420948028564451,16.159400939941406,14.349084854125977
22,Aglais urticae,Middlesex,VC,6,1893,NA,23.534,199.568,2.792,6.99,10.611058235168455,17.194408416748047,15.111989974975586
44,Pararge aegeria,Pembrokeshire,VC,8,1893,NA,21.819,179.279,1.681,7.798,10.15935230255127,15.322776794433594,13.228894233703612
45,Pararge aegeria,Pembrokeshire,VC,8,1893,NA,22.618,205.837,2.521,7.425,10.15935230255127,15.322776794433594,13.228894233703612
46,Pararge aegeria,Pembrokeshire,VC,8,1893,NA,22.119,199.437,2.36,7.424,10.15935230255127,15.322776794433594,13.228894233703612
65,Pararge aegeria,Berkshire,VC,8,1893,NA,22.094,190.512,1.502,8.971,10.21922492980957,16.503475189208984,14.23052978515625
30,Lasiommata megera,Denbighshire,VC,8,1893,male,21.406,177.416,1.689,8.246,8.94385814666748,14.887651443481444,12.605361938476564
7,Polygonia c-album,Gloucestershire,UA,8,1894,NA,23.043,190.636,2.808,6.533,8.521305084228516,14.66777801513672,16.74174690246582
25,Pyronia tithonus,Devon,UA,8,1894,female,20.834,165.907,1.887,6.842,8.531000137329102,14.278366088867188,16.085708618164063
30,Argynnis paphia,Hampshire,UA,7,1894,male,31.416,372.502,2.83,11.22,9.049795150756836,15.12425422668457,16.794788360595703
32,Argynnis paphia,Hampshire,UA,7,1894,male,30.376,340.132,2.595,11.557,9.049795150756836,15.12425422668457,16.794788360595703
33,Argynnis paphia,Hampshire,UA,7,1894,male,30.316,328.204,3.134,11.658,9.049795150756836,15.12425422668457,16.794788360595703
34,Argynnis paphia,Hampshire,UA,7,1894,male,31.073,349.84,2.493,10.311,9.049795150756836,15.12425422668457,16.794788360595703
35,Argynnis paphia,Hampshire,UA,7,1894,female,32.792,380.889,3.068,10.918,9.049795150756836,15.12425422668457,16.794788360595703
36,Argynnis paphia,Hampshire,UA,7,1894,female,32.384,370.374,2.83,10.007,9.049795150756836,15.12425422668457,16.794788360595703
37,Argynnis paphia,Hampshire,UA,7,1894,female,34.034,423.858,3.302,11.658,9.049795150756836,15.12425422668457,16.794788360595703
41,Argynnis paphia,Hampshire,UA,7,1894,female,34.101,413.269,3.034,10.985,9.049795150756836,15.12425422668457,16.794788360595703
1,Limenitis camilla,Hampshire,UA,7,1894,NA,26.721,257.978,2.244,8.455,9.049795150756836,15.12425422668457,16.794788360595703
2,Limenitis camilla,Hampshire,UA,7,1894,NA,25.962,251.213,2.169,7.782,9.049795150756836,15.12425422668457,16.794788360595703
3,Limenitis camilla,Hampshire,UA,7,1894,NA,25.979,254.354,2.468,8.382,9.049795150756836,15.12425422668457,16.794788360595703
4,Limenitis camilla,Hampshire,UA,7,1894,NA,28.572,303.763,2.543,7.935,9.049795150756836,15.12425422668457,16.794788360595703
5,Limenitis camilla,Hampshire,UA,7,1894,NA,31.078,349.405,2.843,9.211,9.049795150756836,15.12425422668457,16.794788360595703
6,Limenitis camilla,Hampshire,UA,7,1894,NA,28.32,302.758,2.767,7.635,9.049795150756836,15.12425422668457,16.794788360595703
71,Speyeria aglaja,Hampshire,UA,7,1895,NA,27.812,267.419,2.573,11.276,8.896439552307129,15.715401649475098,15.12425422668457
72,Speyeria aglaja,Hampshire,UA,7,1895,NA,27.651,298.408,3.059,12.635,8.896439552307129,15.715401649475098,15.12425422668457
16,Coenonympha tullia,Staffordshire,VC,6,1895,NA,18.571,133.622,1.512,6.839,8.252171516418457,14.706791877746582,14.188498497009276
17,Coenonympha tullia,Staffordshire,VC,6,1895,NA,17.409,121.142,1.451,6.684,8.252171516418457,14.706791877746582,14.188498497009276
24,Coenonympha tullia,Staffordshire,VC,6,1895,NA,18.216,134.659,1.181,6.442,8.252171516418457,14.706791877746582,14.188498497009276
25,Coenonympha tullia,Staffordshire,VC,6,1895,NA,18.48,137.179,1.542,6.956,8.252171516418457,14.706791877746582,14.188498497009276
34,Coenonympha tullia,Cumberland,VC,6,1895,NA,17.831,137.038,1.422,6.653,6.513840198516846,12.794206619262695,12.39820384979248
35,Coenonympha tullia,Cumberland,VC,6,1895,NA,17.567,128.174,1.997,5.929,6.513840198516846,12.794206619262695,12.39820384979248
36,Coenonympha tullia,Cumberland,VC,6,1895,NA,19.505,150.768,2.177,6.991,6.513840198516846,12.794206619262695,12.39820384979248
37,Coenonympha tullia,Cumberland,VC,6,1895,NA,18.548,139.569,1.514,6.543,6.513840198516846,12.794206619262695,12.39820384979248
44,Coenonympha tullia,Cumberland,VC,6,1895,NA,18.998,140.323,1.846,4.359,6.513840198516846,12.794206619262695,12.39820384979248
28,Maniola jurtina,Middlesex,VC,7,1895,male,20.864,169.377,2.037,8.246,9.216974258422852,16.226886749267578,15.49705982208252
71,Maniola jurtina,Mid Perthshire,VC,8,1895,male,22.209,206.002,1.902,8.099,5.30683708190918,11.258052825927734,11.07993221282959
82,Pararge aegeria,Warwickshire,VC,8,1895,NA,20.916,180.675,1.951,5.675,8.512862205505371,15.188034057617188,14.592000007629396
47,Lasiommata megera,Isle of Wight,VC,8,1895,female,25.238,258.819,2.938,7.615,9.006924629211426,16.07868766784668,15.637517929077148
66,Speyeria aglaja,County Durham,VC,7,1896,NA,28.043,304.354,3.831,9.692,7.384910583496094,13.59604263305664,13.324190139770508
67,Speyeria aglaja,County Durham,VC,7,1896,NA,26.07,266.491,3.267,10.979,7.384910583496094,13.59604263305664,13.324190139770508
9,Pyronia tithonus,Devon,UA,7,1896,female,19.543,164.666,1.82,5.698,9.851263046264648,15.507904052734377,14.704875946044922
23,Pyronia tithonus,Devon,UA,7,1896,male,17.886,129.161,1.314,6.335,9.851263046264648,15.507904052734377,14.704875946044922
24,Pyronia tithonus,Devon,UA,7,1896,female,19.633,150.799,1.82,6.268,9.851263046264648,15.507904052734377,14.704875946044922
31,Pyronia tithonus,Devon,UA,7,1896,female,19.327,149.341,1.753,5.627,9.851263046264648,15.507904052734377,14.704875946044922
33,Pyronia tithonus,Devon,UA,7,1896,male,16.81,123.209,1.047,6.884,9.851263046264648,15.507904052734377,14.704875946044922
36,Pyronia tithonus,Devon,UA,7,1896,male,18.91,143.299,1.459,7.564,9.851263046264648,15.507904052734377,14.704875946044922
37,Pyronia tithonus,Devon,UA,7,1896,male,18.549,140.83,1.085,7.445,9.851263046264648,15.507904052734377,14.704875946044922
38,Pyronia tithonus,Devon,UA,7,1896,female,19.4,158.02,2.02,7.222,9.851263046264648,15.507904052734377,14.704875946044922
39,Pyronia tithonus,Devon,UA,7,1896,male,18.308,140.278,1.496,7.3,9.851263046264648,15.507904052734377,14.704875946044922
46,Pyronia tithonus,Devon,UA,7,1896,female,19.763,164.619,2.021,6.846,9.851263046264648,15.507904052734377,14.704875946044922
49,Pyronia tithonus,Devon,UA,7,1896,female,21.061,172.589,2.094,7.041,9.851263046264648,15.507904052734377,14.704875946044922
66,Pyronia tithonus,Hampshire,UA,8,1896,female,18.853,140.683,1.61,5.658,9.660608291625977,16.162948608398438,15.715401649475098
87,Pyronia tithonus,Surrey,VC,7,1896,male,16.938,116.828,1.414,6.25,9.187463760375977,15.990453720092772,15.671100616455078
1,Maniola jurtina,Berkshire,VC,8,1896,female,24.151,236.824,2.45,8.513,9.19886875152588,15.715693473815918,15.417875289916992
51,Aglais io,Oxfordshire,VC,8,1896,NA,27.265,306.222,2.803,8.3,9.0524320602417,15.557350158691406,15.191654205322266
5,Argynnis paphia,Devon,UA,7,1896,male,32.55,364.919,3.032,11.49,9.851263046264648,15.507904052734377,14.704875946044922
6,Argynnis paphia,Devon,UA,7,1896,female,32.429,381.376,2.965,11.39,9.851263046264648,15.507904052734377,14.704875946044922
7,Argynnis paphia,Devon,UA,7,1896,male,32.778,393.054,2.933,11.927,9.851263046264648,15.507904052734377,14.704875946044922
8,Argynnis paphia,Devon,UA,7,1896,female,35.565,436.48,3.404,11.254,9.851263046264648,15.507904052734377,14.704875946044922
66,Pararge aegeria,Berkshire,VC,8,1896,NA,21.587,190.551,2.264,7.425,9.19886875152588,15.715693473815918,15.417875289916992
75,Pararge aegeria,Devon,UA,7,1896,NA,20.968,164.659,1.596,7.251,9.851263046264648,15.507904052734377,14.704875946044922
83,Pararge aegeria,Devon,UA,7,1896,NA,21.976,206.927,2.173,7.695,9.851263046264648,15.507904052734377,14.704875946044922
4,Lasiommata megera,Devon,UA,7,1896,male,21.907,189.565,1.358,8.125,9.851263046264648,15.507904052734377,14.704875946044922
51,Lasiommata megera,Hampshire,UA,8,1896,female,22.389,204.521,2.353,7.906,9.660608291625977,16.162948608398438,15.715401649475098
26,Limenitis camilla,Berkshire,VC,6,1896,NA,28.517,308.846,2.543,8.418,9.19886875152588,15.715693473815918,15.417875289916992
27,Limenitis camilla,Berkshire,VC,6,1896,NA,26.841,275.315,2.506,8.307,9.19886875152588,15.715693473815918,15.417875289916992
28,Limenitis camilla,Berkshire,VC,6,1896,NA,25.477,245.631,2.805,6.55,9.19886875152588,15.715693473815918,15.417875289916992
29,Limenitis camilla,Berkshire,VC,6,1896,NA,27.046,268.852,2.656,7.969,9.19886875152588,15.715693473815918,15.417875289916992
30,Limenitis camilla,Berkshire,VC,6,1896,NA,26.248,238.197,1.945,8.92,9.19886875152588,15.715693473815918,15.417875289916992
32,Limenitis camilla,Berkshire,VC,6,1896,NA,27.435,281.002,2.506,7.895,9.19886875152588,15.715693473815918,15.417875289916992
61,Pyronia tithonus,Berkshire,VC,8,1897,female,18.436,141.733,2.531,6.592,7.935165882110596,15.889257431030272,15.715693473815918
70,Pyronia tithonus,Berkshire,VC,8,1897,female,18.563,134.21,2.419,5.436,7.935165882110596,15.889257431030272,15.715693473815918
71,Pyronia tithonus,Berkshire,VC,8,1897,female,18.907,146.525,2.456,6.254,7.935165882110596,15.889257431030272,15.715693473815918
74,Pyronia tithonus,Oxfordshire,VC,7,1897,female,17.915,133.533,2.195,6.516,7.748081207275391,15.674430847167969,15.557350158691406
75,Pyronia tithonus,Oxfordshire,VC,7,1897,female,21.382,175.172,2.232,5.739,7.748081207275391,15.674430847167969,15.557350158691406
78,Pyronia tithonus,Berkshire,VC,8,1897,female,19.112,163.7,2.085,6.884,7.935165882110596,15.889257431030272,15.715693473815918
82,Pyronia tithonus,Oxfordshire,VC,7,1897,female,18.618,148.654,2.009,6.625,7.748081207275391,15.674430847167969,15.557350158691406
53,Aglais io,Berkshire,VC,8,1897,NA,29.35,354.095,3.149,8.602,7.935165882110596,15.889257431030272,15.715693473815918
1,Aglais urticae,Oxfordshire,VC,9,1897,NA,23.103,193.687,2.634,7.169,7.748081207275391,15.674430847167969,15.557350158691406
4,Aglais urticae,Berkshire,VC,8,1897,NA,21.186,166.807,2.57,7.29,7.935165882110596,15.889257431030272,15.715693473815918
23,Aglais urticae,Warwickshire,VC,7,1897,NA,26.934,271.141,2.963,7.653,7.781125068664551,15.73582363128662,15.45156192779541
32,Pararge aegeria,Somerset,UA,8,1897,NA,23.039,202.931,2.054,7.167,8.496988296508789,16.270259857177734,16.011083602905273
25,Lasiommata megera,Somerset,UA,8,1897,female,23.993,227.06,2.743,8.44,8.496988296508789,16.270259857177734,16.011083602905273
53,Lasiommata megera,Oxfordshire,VC,6,1897,male,22.731,199.692,1.723,8.055,7.748081207275391,15.674430847167969,15.557350158691406
17,Pyronia tithonus,Devon,UA,7,1898,male,17.158,114.047,1.415,5.332,7.738309860229492,15.208431243896484,15.827581405639648
38,Coenonympha tullia,Cumberland,VC,6,1898,NA,18.634,137.73,1.966,5.717,6.154244422912598,12.93509578704834,13.747692108154297
42,Coenonympha tullia,Cumberland,VC,6,1898,NA,16.764,127.405,1.603,5.479,6.154244422912598,12.93509578704834,13.747692108154297
43,Coenonympha tullia,Cumberland,VC,6,1898,NA,17.741,132.956,1.572,6.714,6.154244422912598,12.93509578704834,13.747692108154297
42,Melanargia galathea,Kent,UA,7,1898,male,23.316,226.963,2.447,9.026,7.786734580993652,15.382999420166016,16.263174057006836
43,Melanargia galathea,Kent,UA,7,1898,male,23.876,232.126,2.282,9.573,7.786734580993652,15.382999420166016,16.263174057006836
44,Melanargia galathea,Kent,UA,7,1898,male,24.186,230.446,2.035,9.962,7.786734580993652,15.382999420166016,16.263174057006836
50,Melanargia galathea,Kent,UA,7,1898,male,20.684,169.562,1.925,8.364,7.786734580993652,15.382999420166016,16.263174057006836
51,Melanargia galathea,Kent,UA,7,1898,male,22.485,193.021,2.145,8.416,7.786734580993652,15.382999420166016,16.263174057006836
52,Melanargia galathea,Kent,UA,7,1898,male,23.855,216.315,2.035,10.515,7.786734580993652,15.382999420166016,16.263174057006836
23,Maniola jurtina,Kent,UA,7,1898,male,22.825,207.721,2.062,9.028,7.786734580993652,15.382999420166016,16.263174057006836
96,Maniola jurtina,Devon,UA,7,1898,female,24.921,251.154,2.401,7.472,7.738309860229492,15.208431243896484,15.827581405639648
47,Aglais io,Oxfordshire,VC,8,1898,NA,27.4,269.273,2.365,8.708,7.286129474639893,14.988919258117676,15.674430847167969
3,Argynnis paphia,Devon,UA,7,1898,female,36.215,475.848,3.445,11.792,7.738309860229492,15.208431243896484,15.827581405639648
11,Argynnis paphia,Herefordshire,VC,8,1898,female,33.285,392.479,3.268,10.345,7.149613380432129,14.894478797912598,15.77543830871582
29,Pararge aegeria,Devon,UA,9,1898,NA,22.349,199.91,2.347,7.042,7.738309860229492,15.208431243896484,15.827581405639648
35,Pararge aegeria,Gloucestershire,UA,6,1898,NA,20.698,172.7,1.611,7.657,7.433192729949951,15.277420043945313,16.007476806640625
36,Pararge aegeria,Gloucestershire,UA,6,1898,NA,21.01,167.671,1.517,7.563,7.433192729949951,15.277420043945313,16.007476806640625
42,Pararge aegeria,Gloucestershire,UA,6,1898,NA,22.7,200.23,1.542,8.544,7.433192729949951,15.277420043945313,16.007476806640625
43,Pararge aegeria,Gloucestershire,UA,6,1898,NA,21.641,192.191,3.151,7.711,7.433192729949951,15.277420043945313,16.007476806640625
21,Lasiommata megera,Devon,UA,8,1898,female,25.502,260.238,2.333,8.176,7.738309860229492,15.208431243896484,15.827581405639648
11,Limenitis camilla,Hampshire,UA,7,1898,NA,29.144,320.531,2.656,8.343,7.892548561096191,15.713459968566896,16.465234756469727
12,Limenitis camilla,Hampshire,UA,7,1898,NA,27.082,288.208,2.66,7.446,7.892548561096191,15.713459968566896,16.465234756469727
31,Limenitis camilla,Hampshire,UA,7,1898,NA,27.007,278.578,2.543,8.905,7.892548561096191,15.713459968566896,16.465234756469727
51,Limenitis camilla,Hampshire,UA,7,1898,NA,27.011,279.63,2.057,7.034,7.892548561096191,15.713459968566896,16.465234756469727
52,Limenitis camilla,Hampshire,UA,7,1898,NA,27.583,282.376,2.32,8.718,7.892548561096191,15.713459968566896,16.465234756469727
53,Limenitis camilla,Hampshire,UA,7,1898,NA,26.645,265.143,2.361,8.53,7.892548561096191,15.713459968566896,16.465234756469727
54,Limenitis camilla,Hampshire,UA,7,1898,NA,27.198,272.502,2.543,7.858,7.892548561096191,15.713459968566896,16.465234756469727
55,Limenitis camilla,Hampshire,UA,7,1898,NA,26.185,257.967,2.432,8.381,7.892548561096191,15.713459968566896,16.465234756469727
56,Limenitis camilla,Hampshire,UA,7,1898,NA,28.435,301.883,2.508,10.325,7.892548561096191,15.713459968566896,16.465234756469727
1,Speyeria aglaja,Mid Perthshire,VC,8,1899,NA,27.158,280.342,2.716,7.947,3.8722798824310303,12.90575885772705,11.340377807617188
2,Speyeria aglaja,Mid Perthshire,VC,8,1899,NA,27.619,287.056,3.002,11.322,3.8722798824310303,12.90575885772705,11.340377807617188
3,Speyeria aglaja,Mid Perthshire,VC,8,1899,NA,27.36,288.441,3.373,11.125,3.8722798824310303,12.90575885772705,11.340377807617188
45,Pyronia tithonus,Isle of Wight,VC,7,1899,male,17.275,128.311,1.873,6.922,8.524018287658691,17.925838470458984,16.242359161376953
61,Coenonympha tullia,Mid Perthshire,VC,8,1899,NA,18.94,151.251,2.791,6.519,3.8722798824310303,12.90575885772705,11.340377807617188
62,Coenonympha tullia,Mid Perthshire,VC,8,1899,NA,18.595,137.79,2.345,5.535,3.8722798824310303,12.90575885772705,11.340377807617188
54,Melanargia galathea,Kent,UA,6,1899,male,23.669,232,2.09,9.955,7.588970184326172,17.01929473876953,15.382999420166016
55,Melanargia galathea,Kent,UA,6,1899,male,22.933,211.45,2.122,9.586,7.588970184326172,17.01929473876953,15.382999420166016
56,Melanargia galathea,Kent,UA,7,1899,male,24.367,231.217,2.145,8.058,7.588970184326172,17.01929473876953,15.382999420166016
57,Melanargia galathea,Kent,UA,7,1899,male,23.767,220.043,2.2,9.874,7.588970184326172,17.01929473876953,15.382999420166016
58,Melanargia galathea,Kent,UA,7,1899,male,22.69,216.797,2.337,9.927,7.588970184326172,17.01929473876953,15.382999420166016
59,Melanargia galathea,Kent,UA,7,1899,male,23.747,236.644,1.98,9.907,7.588970184326172,17.01929473876953,15.382999420166016
11,Maniola jurtina,Buckinghamshire,VC,6,1899,male,21.699,194.752,2.378,8.976,7.402152061462402,16.948368072509766,15.128474235534668
26,Maniola jurtina,Kent,UA,6,1899,male,21.224,193.123,1.819,8.61,7.588970184326172,17.01929473876953,15.382999420166016
97,Maniola jurtina,Isle of Wight,VC,7,1899,male,22.781,216.549,2.549,7.644,8.524018287658691,17.925838470458984,16.242359161376953
25,Argynnis paphia,Dorset,VC,7,1899,female,32.641,387.298,2.561,10.554,8.109253883361816,16.967180252075195,15.547784805297852
26,Argynnis paphia,Dorset,VC,7,1899,male,30.066,339.056,3.201,10.748,8.109253883361816,16.967180252075195,15.547784805297852
60,Pararge aegeria,Oxfordshire,VC,6,1899,NA,20.132,157.678,1.524,7.256,7.328410625457764,16.835298538208008,14.988919258117676
13,Lasiommata megera,Devon,UA,8,1899,male,22.064,190.283,1.552,8.712,7.842313289642334,16.83883285522461,15.208431243896484
33,Speyeria aglaja,North-east Yorkshire,VC,7,1900,NA,26.895,259.995,3.06,10.863,6.230553150177002,14.158821105957031,15.023993492126465
44,Pyronia tithonus,Isle of Wight,VC,7,1900,male,17.235,117.751,1.496,6.025,8.0986328125,16.487323760986328,17.925838470458984
20,Coenonympha tullia,Cheshire,VC,6,1900,NA,19.633,152.884,1.723,7.051,6.914058685302734,15.34182357788086,16.171884536743164
27,Coenonympha tullia,Cheshire,VC,6,1900,NA,17.93,129.781,1.279,7.23,6.914058685302734,15.34182357788086,16.171884536743164
65,Coenonympha tullia,Mid Perthshire,VC,9,1900,NA,17.952,124.649,2.181,5.394,4.134792327880859,11.592140197753906,12.90575885772705
110,Melanargia galathea,Oxfordshire,VC,7,1900,male,22.524,205.209,2.052,10.668,6.894510746002197,15.713003158569336,16.835298538208008
111,Melanargia galathea,Oxfordshire,VC,7,1900,male,24.768,240.902,2.075,10.672,6.894510746002197,15.713003158569336,16.835298538208008
48,Aglais io,Oxfordshire,VC,8,1900,NA,27.99,313.558,2.806,7.737,6.894510746002197,15.713003158569336,16.835298538208008
49,Aglais io,Oxfordshire,VC,7,1900,NA,29.012,357.484,3.368,9.416,6.894510746002197,15.713003158569336,16.835298538208008
38,Aglais urticae,Hampshire,UA,7,1900,NA,24.776,230.214,2.54,7.231,7.577744960784912,16.160398483276367,17.566251754760742
107,Aglais urticae,Oxfordshire,VC,5,1900,NA,23.976,219.779,2.483,7.09,6.894510746002197,15.713003158569336,16.835298538208008
33,Pararge aegeria,Gloucestershire,UA,6,1900,NA,19.164,145.606,1.307,8.31,6.943634510040283,15.70124053955078,17.083131790161133
34,Pararge aegeria,Gloucestershire,UA,6,1900,NA,20.984,172.233,1.704,7.633,6.943634510040283,15.70124053955078,17.083131790161133
52,Lasiommata megera,Oxfordshire,VC,8,1900,male,20.307,164.833,1.535,6.82,6.894510746002197,15.713003158569336,16.835298538208008
32,Pyronia tithonus,Devon,UA,7,1901,male,18.563,136.362,1.187,6.943,8.218775749206543,15.608147621154783,15.38392162322998
27,Maniola jurtina,Suffolk,UA,8,1901,male,22.302,210.746,2.189,7.47,7.478426933288574,15.886709213256836,16.21210479736328
29,Maniola jurtina,Glamorganshire,VC,7,1901,female,23.572,227.254,2.377,7.349,7.851366996765137,15.310686111450195,15.345588684082031
32,Aglais io,Gwynedd,UA,8,1901,NA,25.408,261.832,2.541,7.473,6.742686748504639,13.778761863708496,13.589933395385742
60,Argynnis paphia,Hampshire,UA,7,1901,female,33.822,407.443,2.976,9.012,8.017640113830566,16.008031845092773,16.160398483276367
20,Aglais urticae,Berkshire,VC,6,1901,NA,23.187,204.895,2.631,7.229,7.696025848388672,15.732236862182615,15.873947143554688
21,Aglais urticae,Berkshire,VC,6,1901,NA,25.781,245.245,2.604,7.568,7.696025848388672,15.732236862182615,15.873947143554688
108,Aglais urticae,Oxfordshire,VC,7,1901,NA,23.3,217.41,3.42,8.007,7.558749675750732,15.606087684631348,15.713003158569336
26,Polygonia c-album,Herefordshire,VC,9,1902,NA,24.895,204.196,2.168,7.326,7.297632217407227,13.738288879394531,15.192645072937012
27,Polygonia c-album,Herefordshire,VC,9,1902,NA,25.631,223.029,2.412,8.364,7.297632217407227,13.738288879394531,15.192645072937012
28,Polygonia c-album,Herefordshire,VC,9,1902,NA,22.347,170.336,2.106,7.723,7.297632217407227,13.738288879394531,15.192645072937012
29,Speyeria aglaja,Mid Perthshire,VC,8,1902,NA,24.928,238.206,2.544,8.892,4.150392532348633,9.970780372619627,12.083244323730469
30,Speyeria aglaja,Mid Perthshire,VC,8,1902,NA,26.423,275.667,2.916,9.348,4.150392532348633,9.970780372619627,12.083244323730469
31,Speyeria aglaja,Mid Perthshire,VC,8,1902,NA,29.179,336.013,3.516,9.915,4.150392532348633,9.970780372619627,12.083244323730469
63,Coenonympha tullia,Mid Perthshire,VC,8,1902,NA,17.647,133.211,1.36,6.449,4.150392532348633,9.970780372619627,12.083244323730469
64,Coenonympha tullia,Mid Perthshire,VC,8,1902,NA,19.677,147.948,1.502,7.809,4.150392532348633,9.970780372619627,12.083244323730469
20,Melanargia galathea,East Gloucestershire,VC,7,1902,female,26.57,255.797,3.297,8.896,7.407252311706543,14.209575653076172,15.59628200531006
21,Melanargia galathea,East Gloucestershire,VC,7,1902,female,27.218,274.873,3.056,9.772,7.407252311706543,14.209575653076172,15.59628200531006
22,Melanargia galathea,East Gloucestershire,VC,7,1902,female,26.075,255.795,3.478,8.528,7.407252311706543,14.209575653076172,15.59628200531006
23,Melanargia galathea,East Gloucestershire,VC,7,1902,female,26.489,273.443,3.81,8.347,7.407252311706543,14.209575653076172,15.59628200531006
24,Melanargia galathea,East Gloucestershire,VC,7,1902,female,27.742,299.553,3.356,10.071,7.407252311706543,14.209575653076172,15.59628200531006
25,Melanargia galathea,East Gloucestershire,VC,7,1902,female,27.01,294.069,3.93,9.829,7.407252311706543,14.209575653076172,15.59628200531006
40,Melanargia galathea,Kent,UA,7,1902,female,25.064,234.751,3.189,9.654,7.696417331695557,14.727230072021484,16.071290969848633
41,Melanargia galathea,Kent,UA,8,1902,female,25.72,246.572,2.396,8.416,7.696417331695557,14.727230072021484,16.071290969848633
