Sp,Latitude,Longitude,Month,Year,Sex,Wing_Length,BroodFocalUse,Temp
Favonius quercus,51.513961,-1.206343,6,1950,male,16.621,Spring,8.733
Favonius quercus,51.513961,-1.206343,6,1950,male,16.475,Spring,8.733
Celastrina argiolus,51.219673,0.73193,8,1951,male,14.839,Spring,7.505
Celastrina argiolus,51.219673,0.73193,9,1951,female,14.99,Spring,7.505
Cupido minimus,50.664945,-2.338924,7,1951,female,11.953,Summer_before,15.544
Aricia agestis,51.219673,0.73193,8,1952,undetermined,13.546,Summer,16.455
Lycaena phlaeas,51.099254,-2.938838,7,1952,undetermined,12.979,Summer,15.523
Lycaena phlaeas,56.522203,-4.055986,8,1953,undetermined,14.524,Summer,11.915
Lycaena phlaeas,56.228495,-3.127621,9,1953,undetermined,14.383,Summer,13.555
Lycaena phlaeas,50.840232,0.279193,8,1953,undetermined,13.482,Summer,15.581
Cupido minimus,51.2695,-0.373578,6,1954,male,11.382,Summer_before,15.631
Cupido minimus,50.836456,-0.534602,6,1955,female,11.172,Summer_before,14.371
Cupido minimus,50.836456,-0.534602,6,1955,female,12.018,Summer_before,14.371
Lycaena phlaeas,50.840232,0.279193,7,1955,undetermined,12.838,Summer,16.362
Cupido minimus,50.836456,-0.534602,6,1956,male,10.123,Summer_before,16.592
Celastrina argiolus,50.836456,-0.534602,8,1957,male,16.325,Spring,9.571
Aricia agestis,51.827269,-0.790141,8,1958,undetermined,12.63,Summer,15.285
Cupido minimus,51.067775,-1.28873,7,1958,female,10.361,Summer_before,16.147
Polyommatus bellargus,51.219673,0.73193,9,1960,female,14.657,Summer,15.42
Polyommatus bellargus,51.219673,0.73193,9,1960,male,15.793,Summer,15.42
Polyommatus icarus,51.067775,-1.28873,8,1960,male,13.292,Summer,15.324
Celastrina argiolus,51.067775,-1.28873,8,1960,male,16.468,Spring,9.354
Lycaena phlaeas,50.761012,-3.810213,8,1961,undetermined,14.167,Summer,14.633
Polyommatus icarus,50.836456,-0.534602,9,1962,female,14.702,Summer,14.468
Lycaena phlaeas,51.548796,-0.273039,7,1962,undetermined,12.935,Summer,15.246
Polyommatus bellargus,51.513961,-1.206343,8,1963,female,15.788,Summer,14.611
Polyommatus bellargus,51.513961,-1.206343,8,1963,female,13.762,Summer,14.611
Polyommatus bellargus,50.840232,0.279193,8,1964,male,14.224,Summer,15.664
Aricia agestis,51.067775,-1.28873,8,1964,undetermined,12.316,Summer,15.587
Aricia agestis,51.067775,-1.28873,8,1964,undetermined,12.932,Summer,15.587
Aricia agestis,51.067775,-1.28873,8,1964,undetermined,13.789,Summer,15.587
Aricia agestis,51.067775,-1.28873,9,1964,undetermined,11.504,Summer,15.587
Aricia agestis,51.067775,-1.28873,8,1964,undetermined,11.533,Summer,15.587
Aricia agestis,51.067775,-1.28873,8,1964,undetermined,11.444,Summer,15.587
Lycaena phlaeas,52.220968,1.058626,7,1964,undetermined,15.427,Summer,15.684
Lycaena phlaeas,51.067775,-1.28873,8,1964,undetermined,14.416,Summer,15.587
Aricia agestis,51.067775,-1.28873,8,1966,undetermined,11.864,Summer,15.213
Aricia agestis,50.576067,-1.28074,8,1966,undetermined,13.519,Summer,15.537
Polyommatus icarus,51.067775,-1.28873,8,1966,male,14.725,Summer,15.213
Polyommatus icarus,51.067775,-1.28873,9,1966,female,13.529,Summer,15.213
Celastrina argiolus,51.548796,-0.273039,10,1966,male,15.904,Spring,9.092
Celastrina argiolus,51.548796,-0.273039,10,1966,female,15.6,Spring,9.092
Cupido minimus,52.079349,-0.448281,6,1966,female,10.499,Summer_before,14.336
Cupido minimus,52.079349,-0.448281,6,1966,male,11.359,Summer_before,14.336
Polyommatus icarus,51.067775,-1.28873,8,1967,male,14.235,Summer,15.651
Cupido minimus,51.067775,-1.28873,8,1967,male,10.797,Summer_before,15.213
Lycaena phlaeas,51.067775,-1.28873,8,1968,undetermined,15.89,Summer,15.29
Lycaena phlaeas,51.219673,0.73193,8,1968,undetermined,12.878,Summer,15.305
Lycaena phlaeas,51.219673,0.73193,8,1968,undetermined,13.597,Summer,15.305
Celastrina argiolus,51.067775,-1.28873,8,1969,female,17.82,Spring,7.877
Favonius quercus,51.808155,-1.287024,8,1969,male,16.395,Spring,7.36
Favonius quercus,51.808155,-1.287024,8,1969,female,15.871,Spring,7.36
Favonius quercus,50.761012,-3.810213,8,1969,female,14.845,Spring,7.586
Cupido minimus,50.664945,-2.338924,7,1969,female,11.454,Summer_before,15.018
Lycaena phlaeas,51.067775,-1.28873,9,1969,undetermined,13.906,Summer,15.924
Aricia agestis,50.840232,0.279193,8,1970,undetermined,11.927,Summer,15.883
Favonius quercus,51.2695,-0.373578,7,1970,male,15.882,Spring,7.867
Favonius quercus,51.067775,-1.28873,7,1970,male,16.183,Spring,7.82
Aricia agestis,51.067775,-1.28873,8,1971,undetermined,13.516,Summer,15.501
Aricia agestis,51.067775,-1.28873,8,1971,undetermined,12.83,Summer,15.501
Aricia agestis,51.067775,-1.28873,8,1971,undetermined,14.063,Summer,15.501
Polyommatus icarus,51.067775,-1.28873,9,1971,female,13.525,Summer,15.501
Polyommatus icarus,51.067775,-1.28873,8,1971,female,13.494,Summer,15.501
Polyommatus icarus,51.067775,-1.28873,9,1971,male,12.807,Summer,15.501
Celastrina argiolus,51.067775,-1.28873,8,1971,male,16.807,Spring,8.118
Favonius quercus,50.761012,-3.810213,7,1971,male,16.327,Spring,7.8
Cupido minimus,50.840232,0.279193,7,1971,male,11.672,Summer_before,15.883
Lycaena phlaeas,51.067775,-1.28873,9,1971,undetermined,13.839,Summer,15.501
Lycaena phlaeas,51.067775,-1.28873,8,1971,undetermined,15.237,Summer,15.501
Lycaena phlaeas,50.406361,-4.827447,8,1971,undetermined,14.895,Summer,15.017
Favonius quercus,51.808155,-1.287024,7,1974,female,16.1,Spring,7.729
Polyommatus bellargus,50.664945,-2.338924,9,1975,male,14.483,Summer,16.593
Polyommatus bellargus,50.664945,-2.338924,9,1975,female,14.175,Summer,16.593
Cupido minimus,50.664945,-2.338924,6,1975,male,11.406,Summer_before,14.588
Celastrina argiolus,51.2695,-0.373578,8,1976,male,16.255,Spring,8.597
Favonius quercus,51.067775,-1.28873,7,1976,female,15.42,Spring,8.37
Favonius quercus,50.836456,-0.534602,7,1976,female,15.283,Spring,8.438
Favonius quercus,51.067775,-1.28873,8,1976,female,15.987,Spring,8.37
Favonius quercus,51.2695,-0.373578,6,1976,female,16.875,Spring,8.597
Cupido minimus,51.808155,-1.287024,7,1976,female,10.63,Summer_before,16.869
Lycaena phlaeas,53.133779,-1.602217,8,1976,undetermined,14.413,Summer,16.424
Polyommatus bellargus,51.2695,-0.373578,9,1977,female,14.24,Summer,14.794
Favonius quercus,50.836456,-0.534602,7,1977,female,12.925,Spring,8.461
Favonius quercus,50.836456,-0.534602,7,1977,male,16.288,Spring,8.461
Polyommatus bellargus,50.840232,0.279193,8,1978,male,15.268,Summer,14.811
Favonius quercus,50.836456,-0.534602,7,1978,male,16.379,Spring,8.251
Lycaena phlaeas,51.067775,-1.28873,8,1978,undetermined,14.432,Summer,14.696
Favonius quercus,51.297115,-1.944608,8,1979,female,16.068,Spring,7.147
Favonius quercus,51.067775,-1.28873,6,1979,female,17.003,Spring,7.558
Favonius quercus,51.827269,-0.790141,8,1979,female,16.764,Spring,7.483
Favonius quercus,51.827269,-0.790141,8,1979,male,17.527,Spring,7.483
Cupido minimus,51.2695,-0.373578,6,1979,female,11.79,Summer_before,14.946
Cupido minimus,51.2695,-0.373578,7,1979,male,11.819,Summer_before,14.946
Cupido minimus,51.067775,-1.28873,6,1979,female,11.016,Summer_before,14.696
Cupido minimus,51.067775,-1.28873,6,1979,female,13.033,Summer_before,14.696
Cupido minimus,51.067775,-1.28873,6,1979,male,10.648,Summer_before,14.696
Polyommatus bellargus,51.219673,0.73193,8,1980,female,13.551,Summer,15.381
Polyommatus icarus,50.664945,-2.338924,8,1981,male,15.303,Summer,15.126
Favonius quercus,51.827269,-0.790141,8,1982,female,16.791,Spring,8.545
Favonius quercus,51.827269,-0.790141,8,1982,male,17.821,Spring,8.545
Favonius quercus,55.937882,-3.569291,8,1984,female,14.26,Spring,6.352
Favonius quercus,51.067775,-1.28873,7,1984,female,15.676,Spring,7.714
Favonius quercus,51.067775,-1.28873,7,1984,female,16.102,Spring,7.714
Favonius quercus,51.067775,-1.28873,7,1984,male,16.001,Spring,7.714
Polyommatus bellargus,50.664945,-2.338924,9,1985,female,14.713,Summer,14.512
Polyommatus bellargus,50.664945,-2.338924,9,1985,female,14.071,Summer,14.512
Celastrina argiolus,51.680197,-2.43509,8,1985,female,12.638,Spring,8.143
Celastrina argiolus,51.808155,-1.287024,8,1985,male,15.631,Spring,7.724
Cupido minimus,51.827553,-2.119611,6,1985,male,10.134,Summer_before,16.559
Cupido minimus,51.827553,-2.119611,6,1985,male,10.571,Summer_before,16.559
Cupido minimus,51.067775,-1.28873,6,1987,female,11.91,Summer_before,15.219
Aricia agestis,51.067775,-1.28873,8,1988,undetermined,12.176,Summer,14.915
Aricia agestis,51.067775,-1.28873,8,1988,undetermined,11.425,Summer,14.915
Cupido minimus,51.067775,-1.28873,6,1988,male,10.811,Summer_before,15.257
Aricia agestis,51.297115,-1.944608,8,1989,undetermined,12.591,Summer,16.553
Cupido minimus,51.297115,-1.944608,5,1989,male,12.3,Summer_before,14.455
Cupido minimus,51.067775,-1.28873,6,1989,female,9.455,Summer_before,14.915
Polyommatus bellargus,50.664945,-2.338924,8,1990,female,13.78,Summer,16.051
Polyommatus bellargus,51.297115,-1.944608,8,1990,male,15.075,Summer,16.122
Polyommatus bellargus,50.664945,-2.338924,8,1990,female,14.375,Summer,16.051
Aricia agestis,51.297115,-1.944608,8,1990,undetermined,12.796,Summer,16.122
Favonius quercus,51.2695,-0.373578,5,1990,female,16.383,Spring,10
Polyommatus bellargus,51.297115,-1.944608,8,1992,male,14.479,Summer,15.746
Favonius quercus,51.297115,-1.944608,6,1992,female,15.773,Spring,9.599
Favonius quercus,51.297115,-1.944608,6,1992,female,15.754,Spring,9.599
Favonius quercus,51.297115,-1.944608,6,1992,male,17.113,Spring,9.599
Favonius quercus,51.067775,-1.28873,6,1992,female,14.028,Spring,9.973
Cupido minimus,51.297115,-1.944608,6,1992,male,12.262,Summer_before,15.257
Cupido minimus,51.297115,-1.944608,6,1992,male,10.986,Summer_before,15.257
Cupido minimus,51.297115,-1.944608,6,1992,male,11.12,Summer_before,15.257
Cupido minimus,50.664945,-2.338924,5,1992,male,11.246,Summer_before,15.159
Aricia agestis,55.813308,-2.325532,8,1995,undetermined,13.946,Summer,14.443
Aricia agestis,55.813308,-2.325532,8,1995,undetermined,13.954,Summer,14.443
Polyommatus icarus,52.338685,0.13237,9,1995,female,12.719,Summer,17.477
Polyommatus icarus,52.338685,0.13237,8,1995,male,13.255,Summer,17.477
Aricia agestis,51.2695,-0.373578,10,1996,undetermined,13.264,Summer,16.354
Aricia agestis,52.332389,-0.823832,8,1996,undetermined,13.312,Summer,15.789
Aricia agestis,52.332389,-0.823832,8,1996,undetermined,13.606,Summer,15.789
Aricia agestis,52.332389,-0.823832,8,1996,undetermined,14.325,Summer,15.789
Polyommatus icarus,51.067775,-1.28873,8,1997,female,13.717,Summer,16.906
Favonius quercus,51.067775,-1.28873,6,1997,male,16.914,Spring,9.769
Aricia agestis,51.513961,-1.206343,8,1998,undetermined,11.464,Summer,15.396
Polyommatus bellargus,50.840232,0.279193,8,2002,male,15.829,Summer,16.231
Polyommatus icarus,51.297115,-1.944608,8,2002,male,14.899,Summer,15.507
Polyommatus icarus,51.297115,-1.944608,8,2002,male,13.799,Summer,15.507
Cupido minimus,51.067775,-1.28873,5,2002,male,11.822,Summer_before,16.448
Polyommatus bellargus,51.297115,-1.944608,8,2003,male,14.959,Summer,17.189
Polyommatus bellargus,51.297115,-1.944608,8,2003,male,14.936,Summer,17.189
Polyommatus bellargus,51.297115,-1.944608,8,2003,male,15.079,Summer,17.189
Cupido minimus,51.067775,-1.28873,5,2003,female,10.673,Summer_before,15.971
Polyommatus icarus,51.827553,-2.119611,8,2004,male,14.179,Summer,16.468
Cupido minimus,51.297115,-1.944608,5,2004,female,10.75,Summer_before,17.189
Cupido minimus,51.297115,-1.944608,7,2004,male,11.449,Summer_before,17.189
Cupido minimus,51.297115,-1.944608,5,2004,female,10.935,Summer_before,17.189
Cupido minimus,51.297115,-1.944608,5,2004,male,11.56,Summer_before,17.189
Cupido minimus,51.297115,-1.944608,5,2004,male,10.043,Summer_before,17.189
Favonius quercus,51.067775,-1.28873,6,2005,male,15.531,Spring,9.367
Polyommatus bellargus,50.664945,-2.338924,9,2006,female,15.151,Summer,17.227
Polyommatus bellargus,50.664945,-2.338924,9,2006,female,14.312,Summer,17.227
Polyommatus bellargus,50.664945,-2.338924,9,2006,male,15.964,Summer,17.227
Favonius quercus,51.067775,-1.28873,6,2009,male,15.479,Spring,9.994
Pyronia tithonus,51.811679,0.559814,7,1885,male,17.437,Summer_before,16.054
Aglais io,51.548796,-0.273039,4,1885,undetermined,26.306,Summer,15.556
Lasiommata megera,53.100734,-3.382433,8,1885,male,22.266,Summer,12.645
Lasiommata megera,53.100734,-3.382433,8,1885,male,20.765,Summer,12.645
Lasiommata megera,53.100734,-3.382433,8,1885,male,20.622,Summer,12.645
Limenitis camilla,50.836456,-0.534602,7,1885,undetermined,31.095,Summer_before,15.872
Aglais io,50.664945,-2.338924,8,1886,undetermined,28.68,Summer,15.453
Aglais io,50.664945,-2.338924,8,1886,undetermined,29.744,Summer,15.453
Aglais io,50.664945,-2.338924,8,1886,undetermined,26.871,Summer,15.453
Speyeria aglaja,50.761012,-3.810213,7,1887,undetermined,25.213,Spring,6.722
Speyeria aglaja,50.761012,-3.810213,7,1887,undetermined,26.579,Spring,6.722
Speyeria aglaja,50.761012,-3.810213,7,1887,undetermined,23.722,Spring,6.722
Coenonympha tullia,53.254834,-2.582571,8,1887,undetermined,20.195,Summer_before,14.297
Coenonympha tullia,53.254834,-2.582571,7,1887,undetermined,20.261,Summer_before,14.297
Melanargia galathea,51.2695,-0.373578,7,1887,male,23.44,Summer_before,15.385
Aglais io,51.548796,-0.273039,9,1887,undetermined,26.894,Summer,16.863
Argynnis paphia,51.067775,-1.28873,7,1887,female,31.055,Summer_before,15.596
Argynnis paphia,51.067775,-1.28873,7,1887,female,32.869,Summer_before,15.596
Limenitis camilla,50.664945,-2.338924,7,1887,undetermined,26.828,Summer_before,15.453
Pyronia tithonus,51.067775,-1.28873,8,1888,female,19.429,Summer_before,16.289
Pyronia tithonus,51.067775,-1.28873,8,1888,female,18.888,Summer_before,16.289
Pyronia tithonus,51.067775,-1.28873,8,1888,female,20.391,Summer_before,16.289
Pyronia tithonus,51.067775,-1.28873,8,1888,male,18.331,Summer_before,16.289
Aglais io,51.513961,-1.206343,8,1888,undetermined,24.236,Summer,13.828
Pyronia tithonus,50.761012,-3.810213,7,1889,male,19.452,Summer_before,13.805
Melanargia galathea,50.576067,-1.28074,7,1889,male,22.311,Summer_before,14.489
Argynnis paphia,51.067775,-1.28873,7,1889,female,33.383,Summer_before,14.095
Argynnis paphia,51.067775,-1.28873,8,1889,female,33.628,Summer_before,14.095
Speyeria aglaja,54.763053,-1.538116,6,1890,undetermined,26.939,Spring,6.532
Speyeria aglaja,54.763053,-1.538116,6,1890,undetermined,25.983,Spring,6.532
Speyeria aglaja,54.763053,-1.538116,6,1890,undetermined,26.493,Spring,6.532
Pyronia tithonus,51.067775,-1.28873,8,1890,male,17.815,Summer_before,15.527
Pyronia tithonus,51.067775,-1.28873,8,1890,male,17.23,Summer_before,15.527
Pyronia tithonus,51.067775,-1.28873,8,1890,male,17.553,Summer_before,15.527
Pyronia tithonus,51.067775,-1.28873,8,1890,female,20.633,Summer_before,15.527
Pyronia tithonus,51.067775,-1.28873,8,1890,male,17.869,Summer_before,15.527
Pyronia tithonus,51.808155,-1.287024,7,1890,male,17.457,Summer_before,14.815
Pyronia tithonus,51.808155,-1.287024,7,1890,male,16.307,Summer_before,14.815
Maniola jurtina,51.219673,0.73193,8,1890,female,23.482,Summer_before,15.424
Aglais io,50.761012,-3.810213,9,1890,undetermined,29.443,Summer,14.124
Argynnis paphia,52.333008,-1.58599,8,1890,female,30.989,Summer_before,15.117
Argynnis paphia,52.333008,-1.58599,8,1890,female,31.16,Summer_before,15.117
Pararge aegeria,51.067775,-1.28873,8,1890,undetermined,20.838,Spring,8.57
Pararge aegeria,51.067775,-1.28873,8,1890,undetermined,21.733,Spring,8.57
Pararge aegeria,51.067775,-1.28873,8,1890,undetermined,21.741,Spring,8.57
Pararge aegeria,51.067775,-1.28873,8,1890,undetermined,20.96,Spring,8.57
Pararge aegeria,51.067775,-1.28873,8,1890,undetermined,21.906,Spring,8.57
Limenitis camilla,51.067775,-1.28873,6,1890,undetermined,26.755,Summer_before,15.527
Limenitis camilla,51.067775,-1.28873,6,1890,undetermined,29.589,Summer_before,15.527
Limenitis camilla,51.067775,-1.28873,7,1890,undetermined,30.007,Summer_before,15.527
Limenitis camilla,51.067775,-1.28873,6,1890,undetermined,28.058,Summer_before,15.527
Pyronia tithonus,50.664945,-2.338924,8,1891,female,19.17,Summer_before,14.527
Aglais io,51.067775,-1.28873,7,1891,undetermined,27.384,Summer,14.994
Aglais io,51.067775,-1.28873,7,1891,undetermined,26.807,Summer,14.994
Aglais urticae,51.513961,-1.206343,8,1891,undetermined,24.113,Spring,6.536
Aglais urticae,51.513961,-1.206343,8,1891,undetermined,23.656,Spring,6.536
Lasiommata megera,50.664945,-2.338924,9,1891,female,22.184,Summer,14.756
Lasiommata megera,51.525765,-3.766767,9,1891,female,23.317,Summer,14.365
Limenitis camilla,51.067775,-1.28873,7,1891,undetermined,26.785,Summer_before,14.694
Polygonia c-album,52.104172,-2.747236,6,1892,undetermined,26.919,Spring,7.001
Polygonia c-album,52.104172,-2.747236,6,1892,undetermined,25.359,Spring,7.001
Coenonympha tullia,53.254834,-2.582571,7,1892,undetermined,18.78,Summer_before,13.956
Coenonympha tullia,53.254834,-2.582571,7,1892,undetermined,18.491,Summer_before,13.956
Melanargia galathea,52.332389,-0.823832,7,1892,male,23.246,Summer_before,14.28
Maniola jurtina,51.808155,-1.287024,6,1892,male,21.459,Summer_before,14.206
Maniola jurtina,54.383331,-0.831608,8,1892,female,24.263,Summer_before,13.033
Aglais urticae,51.513961,-1.206343,6,1892,undetermined,24.639,Spring,7.182
Aglais urticae,56.308939,-5.164915,8,1892,undetermined,25.151,Spring,4.442
Aglais urticae,56.308939,-5.164915,8,1892,undetermined,24.678,Spring,4.442
Pararge aegeria,52.332389,-0.823832,7,1892,undetermined,19.875,Spring,6.883
Pararge aegeria,52.332389,-0.823832,7,1892,undetermined,22.723,Spring,6.883
Limenitis camilla,51.067775,-1.28873,7,1892,undetermined,26.913,Summer_before,14.994
Aglais io,52.220968,1.058626,7,1893,undetermined,27.032,Summer,16.159
Aglais urticae,51.548796,-0.273039,6,1893,undetermined,23.534,Spring,10.611
Pararge aegeria,51.802337,-5.191642,8,1893,undetermined,21.819,Spring,10.159
Pararge aegeria,51.802337,-5.191642,8,1893,undetermined,22.618,Spring,10.159
Pararge aegeria,51.802337,-5.191642,8,1893,undetermined,22.119,Spring,10.159
Pararge aegeria,51.513961,-1.206343,8,1893,undetermined,22.094,Spring,10.219
Lasiommata megera,53.100734,-3.382433,8,1893,male,21.406,Summer,14.888
Polygonia c-album,51.827553,-2.119611,8,1894,undetermined,23.043,Spring,8.521
Pyronia tithonus,50.761012,-3.810213,8,1894,female,20.834,Summer_before,16.086
Argynnis paphia,51.067775,-1.28873,7,1894,male,31.416,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,male,30.376,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,male,30.316,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,male,31.073,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,female,32.792,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,female,32.384,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,female,34.034,Summer_before,16.795
Argynnis paphia,51.067775,-1.28873,7,1894,female,34.101,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,26.721,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,25.962,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,25.979,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,28.572,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,31.078,Summer_before,16.795
Limenitis camilla,51.067775,-1.28873,7,1894,undetermined,28.32,Summer_before,16.795
Speyeria aglaja,51.067775,-1.28873,7,1895,undetermined,27.812,Spring,8.896
Speyeria aglaja,51.067775,-1.28873,7,1895,undetermined,27.651,Spring,8.896
Coenonympha tullia,52.823455,-2.043632,6,1895,undetermined,18.571,Summer_before,14.188
Coenonympha tullia,52.823455,-2.043632,6,1895,undetermined,17.409,Summer_before,14.188
Coenonympha tullia,52.823455,-2.043632,6,1895,undetermined,18.216,Summer_before,14.188
Coenonympha tullia,52.823455,-2.043632,6,1895,undetermined,18.48,Summer_before,14.188
Coenonympha tullia,54.649208,-3.225041,6,1895,undetermined,17.831,Summer_before,12.398
Coenonympha tullia,54.649208,-3.225041,6,1895,undetermined,17.567,Summer_before,12.398
Coenonympha tullia,54.649208,-3.225041,6,1895,undetermined,19.505,Summer_before,12.398
Coenonympha tullia,54.649208,-3.225041,6,1895,undetermined,18.548,Summer_before,12.398
Coenonympha tullia,54.649208,-3.225041,6,1895,undetermined,18.998,Summer_before,12.398
Maniola jurtina,51.548796,-0.273039,7,1895,male,20.864,Summer_before,15.497
Maniola jurtina,56.522203,-4.055986,8,1895,male,22.209,Summer_before,11.08
Pararge aegeria,52.333008,-1.58599,8,1895,undetermined,20.916,Spring,8.513
Lasiommata megera,50.576067,-1.28074,8,1895,female,25.238,Summer,16.079
Speyeria aglaja,54.763053,-1.538116,7,1896,undetermined,28.043,Spring,7.385
Speyeria aglaja,54.763053,-1.538116,7,1896,undetermined,26.07,Spring,7.385
Pyronia tithonus,50.761012,-3.810213,7,1896,female,19.543,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,male,17.886,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,female,19.633,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,female,19.327,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,male,16.81,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,male,18.91,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,male,18.549,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,female,19.4,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,male,18.308,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,female,19.763,Summer_before,14.705
Pyronia tithonus,50.761012,-3.810213,7,1896,female,21.061,Summer_before,14.705
Pyronia tithonus,51.067775,-1.28873,8,1896,female,18.853,Summer_before,15.715
Pyronia tithonus,51.2695,-0.373578,7,1896,male,16.938,Summer_before,15.671
Maniola jurtina,51.513961,-1.206343,8,1896,female,24.151,Summer_before,15.418
Aglais io,51.808155,-1.287024,8,1896,undetermined,27.265,Summer,15.557
Argynnis paphia,50.761012,-3.810213,7,1896,male,32.55,Summer_before,14.705
Argynnis paphia,50.761012,-3.810213,7,1896,female,32.429,Summer_before,14.705
Argynnis paphia,50.761012,-3.810213,7,1896,male,32.778,Summer_before,14.705
Argynnis paphia,50.761012,-3.810213,7,1896,female,35.565,Summer_before,14.705
Pararge aegeria,51.513961,-1.206343,8,1896,undetermined,21.587,Spring,9.199
Pararge aegeria,50.761012,-3.810213,7,1896,undetermined,20.968,Spring,9.851
Pararge aegeria,50.761012,-3.810213,7,1896,undetermined,21.976,Spring,9.851
Lasiommata megera,51.067775,-1.28873,8,1896,female,22.389,Summer,16.163
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,28.517,Summer_before,15.418
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,26.841,Summer_before,15.418
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,25.477,Summer_before,15.418
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,27.046,Summer_before,15.418
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,26.248,Summer_before,15.418
Limenitis camilla,51.513961,-1.206343,6,1896,undetermined,27.435,Summer_before,15.418
Pyronia tithonus,51.513961,-1.206343,8,1897,female,18.436,Summer_before,15.716
Pyronia tithonus,51.513961,-1.206343,8,1897,female,18.563,Summer_before,15.716
Pyronia tithonus,51.513961,-1.206343,8,1897,female,18.907,Summer_before,15.716
Pyronia tithonus,51.808155,-1.287024,7,1897,female,17.915,Summer_before,15.557
Pyronia tithonus,51.808155,-1.287024,7,1897,female,21.382,Summer_before,15.557
Pyronia tithonus,51.513961,-1.206343,8,1897,female,19.112,Summer_before,15.716
Pyronia tithonus,51.808155,-1.287024,7,1897,female,18.618,Summer_before,15.557
Aglais io,51.513961,-1.206343,8,1897,undetermined,29.35,Summer,15.889
Aglais urticae,51.513961,-1.206343,8,1897,undetermined,21.186,Spring,7.935
Aglais urticae,52.333008,-1.58599,7,1897,undetermined,26.934,Spring,7.781
Pararge aegeria,51.099254,-2.938838,8,1897,undetermined,23.039,Spring,8.497
Lasiommata megera,51.099254,-2.938838,8,1897,female,23.993,Summer,16.27
Pyronia tithonus,50.761012,-3.810213,7,1898,male,17.158,Summer_before,15.828
Coenonympha tullia,54.649208,-3.225041,6,1898,undetermined,18.634,Summer_before,13.748
Coenonympha tullia,54.649208,-3.225041,6,1898,undetermined,16.764,Summer_before,13.748
Coenonympha tullia,54.649208,-3.225041,6,1898,undetermined,17.741,Summer_before,13.748
Melanargia galathea,51.219673,0.73193,7,1898,male,23.316,Summer_before,16.263
Melanargia galathea,51.219673,0.73193,7,1898,male,23.876,Summer_before,16.263
Melanargia galathea,51.219673,0.73193,7,1898,male,24.186,Summer_before,16.263
Melanargia galathea,51.219673,0.73193,7,1898,male,20.684,Summer_before,16.263
Melanargia galathea,51.219673,0.73193,7,1898,male,22.485,Summer_before,16.263
Melanargia galathea,51.219673,0.73193,7,1898,male,23.855,Summer_before,16.263
Maniola jurtina,51.219673,0.73193,7,1898,male,22.825,Summer_before,16.263
Maniola jurtina,50.761012,-3.810213,7,1898,female,24.921,Summer_before,15.828
Aglais io,51.808155,-1.287024,8,1898,undetermined,27.4,Summer,14.989
Argynnis paphia,50.761012,-3.810213,7,1898,female,36.215,Summer_before,15.828
Argynnis paphia,52.104172,-2.747236,8,1898,female,33.285,Summer_before,15.775
Lasiommata megera,50.761012,-3.810213,8,1898,female,25.502,Summer,15.208
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,29.144,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,27.082,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,27.007,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,27.011,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,27.583,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,26.645,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,27.198,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,26.185,Summer_before,16.465
Limenitis camilla,51.067775,-1.28873,7,1898,undetermined,28.435,Summer_before,16.465
