Sp,Latitude,Longitude,Month,Year,Sex,Wing_Length,BroodFocalUse,Temp
Melanargia galathea,51.067775,-1.28873,7,1983,male,24.122,Summer_before,16.251
Melanargia galathea,51.067775,-1.28873,7,1983,female,26.056,Summer_before,16.251
Aglais io,51.067775,-1.28873,7,1983,undetermined,33.198,Summer,17.594
Aglais io,51.067775,-1.28873,7,1983,undetermined,31.673,Summer,17.594
Argynnis paphia,50.836456,-0.534602,7,1983,male,33.483,Summer_before,16.417
Limenitis camilla,50.836456,-0.534602,7,1983,undetermined,26.927,Summer_before,16.417
Pyronia tithonus,51.067775,-1.28873,7,1984,male,19.389,Summer_before,17.594
Pyronia tithonus,51.067775,-1.28873,8,1984,female,20.652,Summer_before,17.594
Pyronia tithonus,51.067775,-1.28873,8,1984,female,22.201,Summer_before,17.594
Aglais io,51.099254,-2.938838,4,1984,undetermined,28.429,Summer,16.314
Aglais io,51.067775,-1.28873,8,1984,undetermined,32.419,Summer,16.447
Argynnis paphia,51.297115,-1.944608,7,1984,female,33.375,Summer_before,17.283
Aglais urticae,56.308939,-5.164915,8,1984,undetermined,24.668,Spring,6.032
Aglais urticae,56.308939,-5.164915,8,1984,undetermined,26.104,Spring,6.032
Limenitis camilla,51.808155,-1.287024,7,1984,undetermined,26.253,Summer_before,17.289
Limenitis camilla,51.067775,-1.28873,7,1984,undetermined,30.096,Summer_before,17.594
Pyronia tithonus,51.808155,-1.287024,8,1985,male,18.014,Summer_before,16.414
Pyronia tithonus,51.808155,-1.287024,8,1985,female,19.464,Summer_before,16.414
Melanargia galathea,51.808155,-1.287024,7,1985,male,24.793,Summer_before,16.414
Aglais io,51.680197,-2.43509,8,1985,undetermined,29.726,Summer,14.626
Aglais urticae,51.680197,-2.43509,7,1985,undetermined,25.058,Spring,8.143
Aglais urticae,51.067775,-1.28873,8,1985,undetermined,25.048,Spring,8.21
Aglais urticae,51.067775,-1.28873,8,1985,undetermined,24.125,Spring,8.21
Aglais urticae,51.067775,-1.28873,8,1985,undetermined,25.406,Spring,8.21
Aglais io,51.680197,-2.43509,11,1986,undetermined,28.136,Summer,14.888
Aglais urticae,51.297115,-1.944608,8,1986,undetermined,24.217,Spring,6.886
Lasiommata megera,51.067775,-1.28873,8,1986,female,22.8,Summer,15.219
Lasiommata megera,51.067775,-1.28873,8,1986,female,22.527,Summer,15.219
Lasiommata megera,51.067775,-1.28873,8,1986,female,23.139,Summer,15.219
Lasiommata megera,51.067775,-1.28873,8,1986,male,21.535,Summer,15.219
Lasiommata megera,51.067775,-1.28873,8,1986,male,21.817,Summer,15.219
Melanargia galathea,51.680197,-2.43509,7,1987,male,24.298,Summer_before,14.888
Melanargia galathea,51.680197,-2.43509,7,1987,male,23.746,Summer_before,14.888
Melanargia galathea,51.680197,-2.43509,7,1987,female,28.335,Summer_before,14.888
Melanargia galathea,51.680197,-2.43509,7,1987,female,26.99,Summer_before,14.888
Melanargia galathea,51.067775,-1.28873,7,1987,male,24.431,Summer_before,15.219
Maniola jurtina,51.680197,-2.43509,7,1987,female,23.924,Summer_before,14.888
Speyeria aglaja,50.761012,-3.810213,6,1989,undetermined,24.819,Spring,8.999
Melanargia galathea,51.297115,-1.944608,7,1990,female,27.155,Summer_before,16.553
Melanargia galathea,51.297115,-1.944608,7,1990,male,24.53,Summer_before,16.553
Argynnis paphia,51.297115,-1.944608,7,1990,female,32.024,Summer_before,16.553
Limenitis camilla,53.113979,-0.249483,6,1990,undetermined,26.863,Summer_before,16.164
Limenitis camilla,51.297115,-1.944608,7,1990,undetermined,31.55,Summer_before,16.553
Speyeria aglaja,51.297115,-1.944608,7,1991,undetermined,28.281,Spring,8.66
Speyeria aglaja,51.297115,-1.944608,7,1991,undetermined,25.308,Spring,8.66
Speyeria aglaja,51.297115,-1.944608,7,1991,undetermined,26.187,Spring,8.66
Speyeria aglaja,53.133779,-1.602217,7,1993,undetermined,27.889,Spring,8.136
Speyeria aglaja,56.308939,-5.164915,8,1993,undetermined,30.328,Spring,6.574
Pyronia tithonus,52.254042,-4.072587,8,1993,female,18.966,Summer_before,13.856
Pyronia tithonus,52.254042,-4.072587,8,1993,male,17.812,Summer_before,13.856
Aglais io,51.067775,-1.28873,8,1993,undetermined,28.956,Summer,15.446
Limenitis camilla,51.297115,-1.944608,7,1993,undetermined,30.292,Summer_before,15.746
Melanargia galathea,50.664945,-2.338924,7,1994,female,24.567,Summer_before,15.098
Speyeria aglaja,56.308939,-5.164915,7,1995,undetermined,30.261,Spring,5.481
Speyeria aglaja,56.308939,-5.164915,7,1995,undetermined,27.424,Spring,5.481
Speyeria aglaja,57.247803,-4.314882,7,1995,undetermined,27.796,Spring,4.353
Speyeria aglaja,57.247803,-4.314882,7,1995,undetermined,27.73,Spring,4.353
Argynnis paphia,51.297115,-1.944608,6,1995,female,34.288,Summer_before,16.09
Speyeria aglaja,53.133779,-1.602217,7,1996,undetermined,27.8,Spring,6.295
Pyronia tithonus,51.808155,-1.287024,8,1996,female,19.681,Summer_before,17.346
Lasiommata megera,50.836456,-0.534602,8,1996,female,23.391,Summer,15.936
Polygonia c-album,51.067775,-1.28873,7,1997,undetermined,23.433,Spring,9.769
Limenitis camilla,51.067775,-1.28873,6,1997,undetermined,29.53,Summer_before,16.007
Melanargia galathea,51.297115,-1.944608,7,1998,female,26.511,Summer_before,16.457
Melanargia galathea,51.297115,-1.944608,7,1998,female,25.389,Summer_before,16.457
Pararge aegeria,51.067775,-1.28873,8,1998,undetermined,21.014,Spring,10.063
Lasiommata megera,50.840232,0.279193,8,1998,female,23.022,Summer,15.739
Lasiommata megera,50.840232,0.279193,8,1998,female,22.471,Summer,15.739
Lasiommata megera,50.840232,0.279193,8,1998,male,22.379,Summer,15.739
Lasiommata megera,50.840232,0.279193,8,1998,male,21.638,Summer,15.739
Limenitis camilla,51.067775,-1.28873,6,1998,undetermined,28.96,Summer_before,16.906
Limenitis camilla,51.067775,-1.28873,7,1998,undetermined,27.24,Summer_before,16.906
Melanargia galathea,51.827269,-0.790141,6,2003,female,23.735,Summer_before,16.061
Melanargia galathea,51.827269,-0.790141,6,2003,male,23.935,Summer_before,16.061
Melanargia galathea,51.827269,-0.790141,6,2003,female,27.285,Summer_before,16.061
Melanargia galathea,51.827269,-0.790141,6,2003,female,26.084,Summer_before,16.061
Pyronia tithonus,51.067775,-1.28873,7,2004,male,18.079,Summer_before,17.667
Pyronia tithonus,51.067775,-1.28873,7,2004,female,21.451,Summer_before,17.667
Pyronia tithonus,51.067775,-1.28873,7,2004,male,17.888,Summer_before,17.667
Lasiommata megera,51.297115,-1.944608,8,2006,female,24.482,Summer,17.386
Lasiommata megera,50.840232,0.279193,8,2006,female,23.676,Summer,17.716
Lasiommata megera,51.297115,-1.944608,8,2006,female,24.686,Summer,17.386
Lasiommata megera,51.297115,-1.944608,8,2006,male,22.452,Summer,17.386
Pararge aegeria,57.944853,-7.133959,7,2012,undetermined,21.69,Spring,7.746
Pyronia tithonus,50.840232,0.279193,7,2014,female,21.729,Summer_before,16.736
Papilio machaon,52.338685,0.13237,6,1892,female,39.435,Summer_before,14.798
Papilio machaon,52.338685,0.13237,6,1896,female,41.572,Summer_before,15.583
Papilio machaon,52.338685,0.13237,6,1897,female,39.345,Summer_before,16.107
Papilio machaon,52.338685,0.13237,6,1897,male,36.121,Summer_before,16.107
Papilio machaon,52.338685,0.13237,6,1897,male,36.467,Summer_before,16.107
Papilio machaon,52.338685,0.13237,6,1897,male,36.364,Summer_before,16.107
Papilio machaon,52.338685,0.13237,6,1897,female,40.44,Summer_before,16.107
Papilio machaon,52.338685,0.13237,8,1899,female,40.361,Summer_before,15.376
Papilio machaon,52.338685,0.13237,8,1901,male,39.122,Summer_before,16.643
Papilio machaon,52.671298,0.953194,6,1903,female,39.633,Summer_before,14.322
Papilio machaon,52.338685,0.13237,7,1906,male,34.155,Summer_before,16.16
Papilio machaon,52.338685,0.13237,7,1906,female,37.921,Summer_before,16.16
Papilio machaon,52.338685,0.13237,6,1916,male,39.173,Summer_before,15.119
Papilio machaon,52.338685,0.13237,6,1916,female,39.339,Summer_before,15.119
Papilio machaon,52.338685,0.13237,6,1916,male,38.555,Summer_before,15.119
Papilio machaon,52.338685,0.13237,6,1916,male,39.588,Summer_before,15.119
Papilio machaon,52.671298,0.953194,5,1919,male,34.099,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,male,31.144,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,male,38.571,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,female,40.342,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,male,39.693,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,female,42.29,Summer_before,15.039
Papilio machaon,52.671298,0.953194,5,1919,male,38.005,Summer_before,15.039
Papilio machaon,52.338685,0.13237,6,1921,male,36.708,Summer_before,14.303
Papilio machaon,52.338685,0.13237,6,1921,female,40.66,Summer_before,14.303
Papilio machaon,52.338685,0.13237,5,1927,male,36.699,Summer_before,15.673
Papilio machaon,52.671298,0.953194,6,1928,female,42.543,Summer_before,14.873
Papilio machaon,52.338685,0.13237,6,1930,male,37.217,Summer_before,15.298
Papilio machaon,52.338685,0.13237,6,1930,male,37.474,Summer_before,15.298
Papilio machaon,52.338685,0.13237,6,1931,male,38.096,Summer_before,15.809
Papilio machaon,52.338685,0.13237,7,1934,male,38.749,Summer_before,17.209
Papilio machaon,52.671298,0.953194,7,1935,male,40.538,Summer_before,15.958
Papilio machaon,52.338685,0.13237,5,1940,male,39.943,Summer_before,15.555
Papilio machaon,52.338685,0.13237,5,1940,male,36.738,Summer_before,15.555
Papilio machaon,52.338685,0.13237,5,1940,male,35.887,Summer_before,15.555
Papilio machaon,51.219673,0.73193,7,1945,male,37.78,Summer_before,16.247
Papilio machaon,52.671298,0.953194,5,1948,female,38.759,Summer_before,17.507
Papilio machaon,52.671298,0.953194,6,1956,female,38.675,Summer_before,15.779
Papilio machaon,52.671298,0.953194,7,1956,female,41.667,Summer_before,15.779
Papilio machaon,51.067775,-1.28873,5,1965,male,35.265,Summer_before,15.587
Papilio machaon,51.067775,-1.28873,6,1965,male,36.537,Summer_before,15.587
Papilio machaon,51.067775,-1.28873,6,1965,male,31.244,Summer_before,15.587
Papilio machaon,52.671298,0.953194,5,1966,male,35.839,Summer_before,14.281
Papilio machaon,51.067775,-1.28873,5,1966,female,40.725,Summer_before,14.505
Papilio machaon,51.067775,-1.28873,6,1966,male,35.83,Summer_before,14.505
Papilio machaon,51.067775,-1.28873,6,1966,male,37.407,Summer_before,14.505
Papilio machaon,52.671298,0.953194,5,1970,female,40.861,Summer_before,15.618
Papilio machaon,52.671298,0.953194,5,1972,male,32.982,Summer_before,15.183
Papilio machaon,52.671298,0.953194,6,1976,female,40.443,Summer_before,16.649
Papilio machaon,52.671298,0.953194,5,1977,female,40.623,Summer_before,17.497
Papilio machaon,52.671298,0.953194,5,1977,male,38.519,Summer_before,17.497
Papilio machaon,52.671298,0.953194,8,1982,female,40.48,Summer_before,15.201
Papilio machaon,52.671298,0.953194,6,1982,female,40.678,Summer_before,15.201
Papilio machaon,52.671298,0.953194,8,1990,female,39.188,Summer_before,16.365
Gonepteryx rhamni,51.219673,0.73193,8,1886,male,29.688,Summer,15.22
Gonepteryx rhamni,51.548796,-0.273039,10,1887,male,27.982,Summer,16.863
Leptidea sinapis,50.664945,-2.338924,6,1887,female,19.592,Summer_before,15.453
Leptidea sinapis,51.067775,-1.28873,6,1887,male,18.005,Summer_before,15.596
Pieris brassicae,51.067775,-1.28873,8,1888,female,34.415,Summer,14.095
Leptidea sinapis,51.067775,-1.28873,6,1888,female,18.888,Summer_before,16.289
Leptidea sinapis,51.067775,-1.28873,6,1888,male,21.124,Summer_before,16.289
Leptidea sinapis,51.067775,-1.28873,6,1888,male,19.202,Summer_before,16.289
Pieris brassicae,51.067775,-1.28873,8,1890,female,32.838,Summer,14.694
Anthocharis cardamines,54.649208,-3.225041,6,1890,male,20.446,Summer_before,12.786
Anthocharis cardamines,54.649208,-3.225041,6,1890,male,17.765,Summer_before,12.786
Gonepteryx rhamni,52.332389,-0.823832,8,1891,male,26.862,Summer,14.28
Pieris brassicae,51.067775,-1.28873,8,1891,female,30.306,Summer,14.994
Pieris brassicae,51.067775,-1.28873,7,1891,female,35.233,Summer,14.994
Pieris brassicae,50.761012,-3.810213,8,1892,female,34.691,Summer,14.184
Anthocharis cardamines,51.2695,-0.373578,5,1893,female,22.557,Summer_before,14.612
Anthocharis cardamines,54.383331,-0.831608,6,1893,male,20.06,Summer_before,12.574
Anthocharis cardamines,54.383331,-0.831608,6,1893,female,22.111,Summer_before,12.574
Leptidea sinapis,51.067775,-1.28873,5,1893,male,19.05,Summer_before,14.823
Leptidea sinapis,51.067775,-1.28873,5,1893,male,20.228,Summer_before,14.823
Leptidea sinapis,51.067775,-1.28873,4,1893,female,19.005,Summer_before,14.823
Gonepteryx rhamni,52.333008,-1.58599,9,1896,male,27.781,Summer,15.452
Gonepteryx rhamni,52.333008,-1.58599,10,1896,male,27.577,Summer,15.452
Gonepteryx rhamni,51.808155,-1.287024,5,1896,male,29.551,Summer,15.557
Anthocharis cardamines,51.808155,-1.287024,5,1896,female,22.235,Summer_before,15.192
Anthocharis cardamines,51.808155,-1.287024,5,1896,male,19.7,Summer_before,15.192
Leptidea sinapis,51.067775,-1.28873,5,1896,female,18.23,Summer_before,15.715
Gonepteryx rhamni,51.827553,-2.119611,4,1897,female,29.828,Summer,16.007
Pieris brassicae,51.513961,-1.206343,8,1897,female,33.059,Summer,15.889
Pieris brassicae,51.513961,-1.206343,8,1897,female,32.976,Summer,15.889
Anthocharis cardamines,51.808155,-1.287024,5,1897,female,19.371,Summer_before,15.557
Anthocharis cardamines,51.808155,-1.287024,5,1897,female,19.707,Summer_before,15.557
Pieris brassicae,50.576067,-1.28074,8,1898,female,28.708,Summer,16.242
Pieris brassicae,50.576067,-1.28074,8,1898,female,26.428,Summer,16.242
Pieris brassicae,50.576067,-1.28074,8,1898,male,29.175,Summer,16.242
Pieris brassicae,50.576067,-1.28074,8,1898,male,28.658,Summer,16.242
Pieris brassicae,50.576067,-1.28074,8,1898,male,24.923,Summer,16.242
Anthocharis cardamines,51.808155,-1.287024,6,1898,female,20.085,Summer_before,15.674
Anthocharis cardamines,51.808155,-1.287024,6,1898,female,21.383,Summer_before,15.674
Leptidea sinapis,51.827553,-2.119611,6,1898,male,19.985,Summer_before,16.007
Pieris brassicae,50.664945,-2.338924,7,1899,female,32.207,Summer,16.967
Anthocharis cardamines,51.811679,0.559814,6,1899,male,21.506,Summer_before,15.427
Gonepteryx rhamni,51.2695,-0.373578,5,1900,female,29.336,Summer,16.329
Gonepteryx rhamni,51.808155,-1.287024,8,1900,male,28.532,Summer,15.713
Anthocharis cardamines,51.808155,-1.287024,5,1900,female,20.588,Summer_before,16.835
Anthocharis cardamines,51.808155,-1.287024,6,1900,female,18.592,Summer_before,16.835
Gonepteryx rhamni,50.840232,0.279193,7,1901,male,28.024,Summer,15.927
Gonepteryx rhamni,50.840232,0.279193,7,1901,male,26.931,Summer,15.927
Leptidea sinapis,51.067775,-1.28873,5,1901,male,19.66,Summer_before,16.16
Gonepteryx rhamni,50.840232,0.279193,9,1902,male,30.136,Summer,14.595
Pieris brassicae,51.067775,-1.28873,7,1902,female,30.319,Summer,14.743
Anthocharis cardamines,50.836456,-0.534602,6,1902,male,18.472,Summer_before,15.918
Anthocharis cardamines,51.808155,-1.287024,5,1902,male,17.29,Summer_before,15.606
Leptidea sinapis,51.067775,-1.28873,6,1902,male,19.14,Summer_before,16.008
Leptidea sinapis,51.067775,-1.28873,6,1902,male,20.475,Summer_before,16.008
Leptidea sinapis,51.067775,-1.28873,6,1902,female,18.057,Summer_before,16.008
Pieris brassicae,50.406361,-4.827447,8,1903,male,30.901,Summer,13.965
Pieris brassicae,50.406361,-4.827447,8,1903,male,32.905,Summer,13.965
Pieris brassicae,51.067775,-1.28873,8,1903,female,31.124,Summer,14.46
Gonepteryx rhamni,51.219673,0.73193,9,1904,male,27.467,Summer,15.797
Gonepteryx rhamni,51.219673,0.73193,8,1904,male,27.718,Summer,15.797
Gonepteryx rhamni,51.219673,0.73193,8,1904,female,27.632,Summer,15.797
Gonepteryx rhamni,54.649208,-3.225041,7,1904,female,28.104,Summer,12.836
Pieris brassicae,51.219673,0.73193,8,1904,male,29.115,Summer,15.797
Pieris brassicae,51.219673,0.73193,8,1904,female,29.582,Summer,15.797
Gonepteryx rhamni,51.219673,0.73193,9,1905,male,28.209,Summer,16.127
Gonepteryx rhamni,51.219673,0.73193,9,1905,male,27.576,Summer,16.127
Gonepteryx rhamni,51.219673,0.73193,9,1905,female,28.518,Summer,16.127
Pieris brassicae,50.406361,-4.827447,8,1905,male,29.124,Summer,15.115
Anthocharis cardamines,51.2695,-0.373578,6,1905,male,20.226,Summer_before,15.878
Anthocharis cardamines,51.2695,-0.373578,5,1905,female,20.511,Summer_before,15.878
Anthocharis cardamines,51.811679,0.559814,5,1905,female,21.067,Summer_before,15.913
Anthocharis cardamines,51.513961,-1.206343,5,1905,male,19.785,Summer_before,15.178
Anthocharis cardamines,51.513961,-1.206343,6,1905,female,21.28,Summer_before,15.178
Gonepteryx rhamni,51.827269,-0.790141,8,1906,male,29.756,Summer,15.725
Anthocharis cardamines,51.2695,-0.373578,5,1907,female,20.653,Summer_before,15.939
Anthocharis cardamines,51.2695,-0.373578,5,1907,male,19.621,Summer_before,15.939
Anthocharis cardamines,51.2695,-0.373578,5,1907,male,18.125,Summer_before,15.939
Anthocharis cardamines,51.2695,-0.373578,5,1907,female,18.695,Summer_before,15.939
Pieris brassicae,50.664945,-2.338924,9,1908,female,31.389,Summer,15.26
Pieris brassicae,51.2695,-0.373578,7,1908,male,31.927,Summer,15.492
Leptidea sinapis,50.761012,-3.810213,6,1908,male,20.802,Summer_before,13.791
Leptidea sinapis,50.761012,-3.810213,6,1908,male,20.381,Summer_before,13.791
Gonepteryx rhamni,51.808155,-1.287024,10,1909,female,28.036,Summer,13.983
Anthocharis cardamines,51.513961,-1.206343,5,1909,female,21.349,Summer_before,15.068
Leptidea sinapis,52.104172,-2.747236,6,1909,male,19.418,Summer_before,14.459
Anthocharis cardamines,51.513961,-1.206343,5,1910,male,20.286,Summer_before,14.162
Anthocharis cardamines,51.513961,-1.206343,5,1910,male,15.748,Summer_before,14.162
Leptidea sinapis,50.406361,-4.827447,6,1910,male,20.43,Summer_before,14.304
Leptidea sinapis,50.406361,-4.827447,6,1910,male,21.368,Summer_before,14.304
Anthocharis cardamines,51.811679,0.559814,5,1911,male,21.956,Summer_before,15.141
Anthocharis cardamines,51.811679,0.559814,5,1911,male,16.358,Summer_before,15.141
Anthocharis cardamines,51.811679,0.559814,5,1911,female,19.283,Summer_before,15.141
Anthocharis cardamines,51.808155,-1.287024,5,1911,female,20.627,Summer_before,14.653
Gonepteryx rhamni,51.067775,-1.28873,7,1912,female,28.45,Summer,14.498
Anthocharis cardamines,51.2695,-0.373578,5,1912,female,21.663,Summer_before,17.715
Leptidea sinapis,52.104172,-2.747236,5,1912,male,18.865,Summer_before,16.599
Leptidea sinapis,50.761012,-3.810213,6,1913,male,20.716,Summer_before,13.7
Anthocharis cardamines,50.836456,-0.534602,5,1914,male,19.577,Summer_before,14.799
Anthocharis cardamines,50.836456,-0.534602,5,1914,male,22.185,Summer_before,14.799
Anthocharis cardamines,50.836456,-0.534602,5,1914,male,19.347,Summer_before,14.799
Anthocharis cardamines,50.836456,-0.534602,5,1914,female,22.045,Summer_before,14.799
Anthocharis cardamines,50.836456,-0.534602,5,1914,male,21.19,Summer_before,14.799
Leptidea sinapis,50.761012,-3.810213,6,1914,male,18.691,Summer_before,14.625
Leptidea sinapis,50.761012,-3.810213,6,1914,female,19.831,Summer_before,14.625
Pieris brassicae,53.254834,-2.582571,8,1915,male,28.913,Summer,14.279
Anthocharis cardamines,51.2695,-0.373578,5,1915,male,19.729,Summer_before,15.94
Leptidea sinapis,51.099254,-2.938838,5,1915,male,20.471,Summer_before,15.353
Leptidea sinapis,51.099254,-2.938838,5,1915,female,20.184,Summer_before,15.353
Leptidea sinapis,51.099254,-2.938838,5,1915,female,19.734,Summer_before,15.353
Gonepteryx rhamni,52.823455,-2.043632,5,1918,male,29.659,Summer,14.339
Gonepteryx rhamni,52.823455,-2.043632,5,1919,male,27.277,Summer,14.007
Gonepteryx rhamni,52.823455,-2.043632,8,1919,female,27.453,Summer,14.007
Gonepteryx rhamni,52.823455,-2.043632,8,1919,male,28.434,Summer,14.007
Pieris brassicae,50.761012,-3.810213,9,1919,male,31.395,Summer,14.65
Pieris brassicae,50.761012,-3.810213,8,1919,male,29.896,Summer,14.65
Pieris brassicae,50.761012,-3.810213,9,1919,female,33.637,Summer,14.65
Anthocharis cardamines,54.383331,-0.831608,5,1919,male,20.157,Summer_before,13.935
Anthocharis cardamines,54.383331,-0.831608,5,1919,male,19.562,Summer_before,13.935
Anthocharis cardamines,54.383331,-0.831608,5,1919,male,20.222,Summer_before,13.935
Anthocharis cardamines,54.383331,-0.831608,5,1919,male,20.266,Summer_before,13.935
Leptidea sinapis,51.067775,-1.28873,6,1919,female,20.836,Summer_before,15.047
Leptidea sinapis,51.067775,-1.28873,6,1919,female,19.542,Summer_before,15.047
Pieris brassicae,54.649208,-3.225041,7,1920,male,27.82,Summer,12.234
Pieris brassicae,54.649208,-3.225041,7,1920,male,29.672,Summer,12.234
Anthocharis cardamines,54.383331,-0.831608,6,1920,female,20.52,Summer_before,13.549
Anthocharis cardamines,54.383331,-0.831608,5,1920,female,19.96,Summer_before,13.549
Anthocharis cardamines,54.383331,-0.831608,5,1920,female,19.679,Summer_before,13.549
Anthocharis cardamines,54.383331,-0.831608,6,1920,female,20.403,Summer_before,13.549
Anthocharis cardamines,54.383331,-0.831608,5,1920,female,19.499,Summer_before,13.549
Anthocharis cardamines,52.338685,0.13237,4,1920,male,17.989,Summer_before,14.838
Anthocharis cardamines,51.513961,-1.206343,5,1922,male,19.199,Summer_before,16.458
Gonepteryx rhamni,51.099254,-2.938838,8,1925,male,28.623,Summer,15.801
Gonepteryx rhamni,51.099254,-2.938838,8,1926,male,28.8,Summer,15.58
Gonepteryx rhamni,52.338685,0.13237,4,1930,male,27.532,Summer,15.809
Gonepteryx rhamni,51.067775,-1.28873,7,1930,female,30.454,Summer,15.794
Gonepteryx rhamni,51.808155,-1.287024,8,1933,male,27.811,Summer,16.908
Gonepteryx rhamni,51.099254,-2.938838,8,1934,male,28.798,Summer,16.123
Leptidea sinapis,52.332389,-0.823832,6,1937,male,20.412,Summer_before,14.908
Leptidea sinapis,52.332389,-0.823832,6,1937,male,21.157,Summer_before,14.908
Leptidea sinapis,52.332389,-0.823832,6,1937,male,21.224,Summer_before,14.908
Leptidea sinapis,52.332389,-0.823832,5,1937,male,21.694,Summer_before,14.908
Leptidea sinapis,52.332389,-0.823832,6,1938,male,20.085,Summer_before,15.374
Leptidea sinapis,52.332389,-0.823832,6,1938,female,20.092,Summer_before,15.374
Leptidea sinapis,52.332389,-0.823832,5,1939,male,20.786,Summer_before,15.049
Anthocharis cardamines,52.338685,0.13237,5,1940,male,17.947,Summer_before,15.555
Anthocharis cardamines,52.338685,0.13237,5,1940,male,20.502,Summer_before,15.555
Gonepteryx rhamni,51.548796,-0.273039,8,1941,female,28.177,Summer,16.75
Gonepteryx rhamni,51.829391,-0.218673,8,1944,male,27.333,Summer,16.047
Gonepteryx rhamni,51.829391,-0.218673,4,1944,male,29.108,Summer,16.047
Gonepteryx rhamni,51.2695,-0.373578,4,1946,female,29.372,Summer,15.072
Pieris brassicae,52.104172,-2.747236,7,1946,female,25.57,Summer,13.865
Pieris brassicae,52.104172,-2.747236,7,1946,female,29.697,Summer,13.865
Pieris brassicae,52.104172,-2.747236,7,1946,male,28.094,Summer,13.865
Anthocharis cardamines,54.198766,-4.562,5,1946,male,19.917,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,18.619,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,20.517,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,20.543,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,21.141,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,19.096,Summer_before,13.574
Anthocharis cardamines,54.198766,-4.562,5,1946,male,18.319,Summer_before,13.574
Gonepteryx rhamni,50.761012,-3.810213,8,1947,male,28.431,Summer,15.8
Gonepteryx rhamni,51.219673,0.73193,7,1948,female,29.04,Summer,15.236
Gonepteryx rhamni,51.219673,0.73193,7,1948,female,29.351,Summer,15.236
Pieris brassicae,51.067775,-1.28873,7,1949,male,29.677,Summer,16.816
Pieris brassicae,51.067775,-1.28873,8,1949,female,28.917,Summer,16.816
Leptidea sinapis,51.2695,-0.373578,5,1949,male,19.854,Summer_before,15.239
Leptidea sinapis,51.2695,-0.373578,5,1950,male,19.737,Summer_before,16.919
Gonepteryx rhamni,52.338685,0.13237,5,1953,male,27.164,Summer,15.427
Gonepteryx rhamni,52.338685,0.13237,5,1953,male,27.704,Summer,15.427
Gonepteryx rhamni,51.2695,-0.373578,8,1954,male,27.841,Summer,14.5
Gonepteryx rhamni,51.067775,-1.28873,8,1956,female,27.767,Summer,14.466
Anthocharis cardamines,51.067775,-1.28873,6,1956,female,22.464,Summer_before,16.66
Gonepteryx rhamni,51.827269,-0.790141,8,1958,female,31.145,Summer,15.285
Gonepteryx rhamni,51.827269,-0.790141,8,1958,female,29.814,Summer,15.285
Leptidea sinapis,50.836456,-0.534602,5,1959,female,20.25,Summer_before,15.249
Gonepteryx rhamni,51.067775,-1.28873,8,1961,male,30.403,Summer,15.461
Gonepteryx rhamni,51.067775,-1.28873,8,1963,male,30.703,Summer,14.812
Gonepteryx rhamni,52.079349,-0.448281,8,1964,male,30.041,Summer,15.44
Gonepteryx rhamni,51.067775,-1.28873,9,1964,female,28.707,Summer,15.587
Gonepteryx rhamni,51.067775,-1.28873,9,1964,female,30.559,Summer,15.587
Gonepteryx rhamni,50.836456,-0.534602,8,1964,male,29.432,Summer,15.642
Anthocharis cardamines,51.2695,-0.373578,5,1964,male,21.685,Summer_before,14.992
Leptidea sinapis,51.827269,-0.790141,5,1964,female,20.258,Summer_before,14.575
Leptidea sinapis,51.827269,-0.790141,5,1964,male,18.82,Summer_before,14.575
Gonepteryx rhamni,51.827269,-0.790141,8,1965,female,31.073,Summer,14.259
Gonepteryx rhamni,51.827269,-0.790141,7,1965,female,29.224,Summer,14.259
Anthocharis cardamines,51.067775,-1.28873,5,1965,female,22.468,Summer_before,15.587
Anthocharis cardamines,51.067775,-1.28873,5,1965,female,21.786,Summer_before,15.587
Anthocharis cardamines,51.067775,-1.28873,5,1965,male,21.486,Summer_before,15.587
Leptidea sinapis,51.2695,-0.373578,6,1965,male,20.25,Summer_before,15.818
Leptidea sinapis,50.836456,-0.534602,6,1965,male,19.538,Summer_before,15.642
Gonepteryx rhamni,51.067775,-1.28873,8,1966,female,31.041,Summer,15.213
Gonepteryx rhamni,51.827269,-0.790141,8,1966,female,27.139,Summer,14.911
Pieris brassicae,51.067775,-1.28873,9,1967,male,29.557,Summer,15.651
Pieris brassicae,50.836456,-0.534602,8,1967,female,30.577,Summer,15.641
Pieris brassicae,51.219673,0.73193,8,1968,male,30.696,Summer,15.305
Anthocharis cardamines,51.067775,-1.28873,6,1968,male,15.974,Summer_before,15.651
Leptidea sinapis,50.836456,-0.534602,6,1968,female,20.604,Summer_before,15.641
Leptidea sinapis,50.836456,-0.534602,6,1968,male,20.005,Summer_before,15.641
