Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,T_August,T_July,T_June,T_May,T_April,T_March,T_SeptBefore,T_AugustBefore,T_JulyBefore,T_JuneBefore
8,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.607,50.783,2.442,5.668,17.579142,16.449892,14.614935,12.214109,9.526986,7.934386,13.713178,17.467386,17.647039,14.587158
33,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.455,49.219,2.313,5.145,17.579142,16.449892,14.614935,12.214109,9.526986,7.934386,13.713178,17.467386,17.647039,14.587158
39,Pyrgus malvae,East Sussex,VC,5,2002,NA,10.563,41.696,2.164,5.308,17.579142,16.449892,14.614935,12.214109,9.526986,7.934386,13.713178,17.467386,17.647039,14.587158
46,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.495,55.088,2.527,5.835,17.579142,16.449892,14.614935,12.214109,9.526986,7.934386,13.713178,17.467386,17.647039,14.587158
47,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.024,49.19,2.218,4.89,17.579142,16.449892,14.614935,12.214109,9.526986,7.934386,13.713178,17.467386,17.647039,14.587158
89,Thymelicus sylvestris,Dorset,VC,7,2002,female,14.496,71.95,2.954,6.474,16.708138,15.897879,13.841351,11.78952,9.452583,7.966972,13.946248,16.787153,16.752865,14.312852
73,Erynnis tages,Dorset,VC,5,2003,NA,12.224,56.314,2.461,5.147,18.537464,17.178316,15.436997,11.630871,9.503115,8.034119,14.517478,16.708138,15.897879,13.841351
84,Erynnis tages,Dorset,VC,5,2003,NA,12.394,56.767,2.375,5.284,18.537464,17.178316,15.436997,11.630871,9.503115,8.034119,14.517478,16.708138,15.897879,13.841351
32,Pyrgus malvae,East Sussex,VC,5,2003,NA,11.557,51.833,1.982,5.291,19.206816,17.868664,16.271961,12.216884,9.550239,7.863319,14.743148,17.579142,16.449892,14.614935
12,Aricia agestis,Dorset,VC,8,1885,NA,11.067,45.742,1.032,4.405,14.737959,16.142496,14.057976,9.032491,7.397342,4.813564,14.833451,16.85675,15.964716,14.063185
35,Aricia agestis,Middlesex,VC,6,1885,NA,13.003,61.715,1.192,5.614,14.599745,17.235102,14.809234,9.57044,8.441216,4.597893,15.225827,17.994265,16.961752,14.405093
42,Aricia agestis,Middlesex,VC,6,1887,NA,13.565,69.868,1.666,5.377,16.450546,18.345638,15.760384,9.917068,6.774007,3.953324,14.873937,16.779299,16.643469,14.150897
43,Aricia agestis,Middlesex,VC,6,1887,NA,11.745,55.704,1.468,5.336,16.450546,18.345638,15.760384,9.917068,6.774007,3.953324,14.873937,16.779299,16.643469,14.150897
44,Aricia agestis,Hampshire,UA,6,1887,NA,13.38,62.859,1.309,5.317,16.156528,17.509233,15.170878,10.012913,6.383253,3.656318,14.377263,16.224457,16.479042,14.035077
3,Cupido minimus,Isle of Wight,VC,6,1887,male,12.033,54.489,1.215,5.183,16.702578,17.353619,14.975242,10.366737,6.554431,4.656495,15.152849,16.810139,16.836273,14.430423
9,Cupido minimus,Isle of Wight,VC,6,1887,male,13.074,62.301,1.386,4.215,16.702578,17.353619,14.975242,10.366737,6.554431,4.656495,15.152849,16.810139,16.836273,14.430423
71,Celastrina argiolus,Berkshire,VC,5,1888,male,13.85,74.289,1.113,5.715,14.213157,13.767268,13.49373,10.554388,6.004681,3.223155,11.622894,15.791079,17.468071,15.160876
16,Favonius quercus,Hampshire,UA,8,1888,female,17.192,130.853,1.752,5.348,14.53063,14.090854,13.648742,10.714097,6.110024,3.359372,12.010036,16.156528,17.509233,15.170878
34,Aricia agestis,Middlesex,VC,6,1889,NA,13.017,65.644,1.805,4.82,15.576724,15.970825,16.174709,13.388144,7.67711,4.776704,13.370263,14.96781,14.459574,14.358254
17,Celastrina argiolus,Worcestershire,VC,5,1889,male,16.119,102.364,1.441,6.402,14.763977,15.312419,15.618355,12.899161,7.207061,4.868424,12.299099,14.427688,13.849156,13.448336
18,Celastrina argiolus,Kent,UA,5,1889,female,16.155,103.115,2.141,5.257,15.21349,15.650151,15.500389,12.655785,7.177976,4.165287,13.377406,14.829815,14.18608,13.447219
38,Cupido minimus,Devon,UA,5,1889,male,13.046,61.347,1.064,4.888,14.371033,15.084718,15.100194,11.800995,7.391347,4.787705,12.325441,14.08372,14.01411,13.300594
58,Lycaena phlaeas,Middlesex,VC,6,1889,NA,13.409,70.722,1.552,4.133,15.576724,15.970825,16.174709,13.388144,7.67711,4.776704,13.370263,14.96781,14.459574,14.358254
22,Polyommatus icarus,Berkshire,VC,6,1890,female,15.86,93.416,2.181,5.2,14.660515,14.653624,13.779099,11.482729,7.130055,5.802371,12.799592,14.645882,15.144485,15.385642
29,Polyommatus icarus,Berkshire,VC,6,1890,female,16.001,95.231,1.949,5.01,14.660515,14.653624,13.779099,11.482729,7.130055,5.802371,12.799592,14.645882,15.144485,15.385642
27,Polyommatus icarus,Oxfordshire,VC,8,1891,male,14.069,76.667,1.404,5.032,13.895941,14.313052,14.415051,9.143401,5.972693,3.652018,14.323664,14.391752,14.408484,13.55499
47,Lycaena phlaeas,Middlesex,VC,8,1891,NA,15.108,90.749,2.242,4.758,14.845932,15.296782,15.381613,10.097362,6.642109,4.502035,15.275197,15.256565,15.255184,14.529322
6,Polyommatus icarus,Hampshire,UA,8,1892,female,12.081,60.053,1.467,4.253,15.92704,14.76823,13.739544,11.768573,8.088274,2.984718,14.216722,14.660142,15.228122,15.101306
34,Polyommatus icarus,Berkshire,VC,8,1892,female,14.252,75.131,1.676,4.945,15.444654,13.940153,13.274593,11.508242,7.569013,2.477473,13.764372,14.180261,14.637192,14.758181
39,Polyommatus icarus,Berkshire,VC,8,1892,female,15.476,92.09,1.803,4.232,15.444654,13.940153,13.274593,11.508242,7.569013,2.477473,13.764372,14.180261,14.637192,14.758181
59,Favonius quercus,Northamptonshire,VC,7,1892,female,16.354,117.816,2.571,5.324,15.136237,13.767002,12.989464,11.350115,7.058682,2.247219,13.944017,14.036863,14.498387,14.304527
53,Cupido minimus,Surrey,VC,5,1892,male,10.143,40.042,1.04,3.848,15.786076,14.542774,13.452332,11.648552,7.637038,2.554411,14.060424,14.418906,14.881519,14.869711
58,Cupido minimus,Surrey,VC,6,1892,male,11.55,48.745,1.238,4.013,15.786076,14.542774,13.452332,11.648552,7.637038,2.554411,14.060424,14.418906,14.881519,14.869711
105,Lycaena phlaeas,Suffolk,UA,7,1893,NA,12.199,63.8,1.255,3.868,17.575874,16.291098,14.567156,12.324729,8.967311,6.963493,12.706499,15.650007,14.205505,13.155275
33,Polyommatus bellargus,Kent,UA,6,1894,male,16.798,106.293,1.736,6.448,15.246157,16.179863,13.747751,9.756325,10.04001,6.568504,13.413022,17.592886,16.586758,14.968032
39,Polyommatus bellargus,Surrey,VC,5,1894,female,15.516,97.044,2.029,5.703,15.032504,16.05842,13.93518,9.619222,10.054125,6.541589,13.282228,17.656199,16.73271,15.582214
41,Polyommatus bellargus,Kent,UA,6,1894,female,15.347,90.014,1.803,6.177,15.246157,16.179863,13.747751,9.756325,10.04001,6.568504,13.413022,17.592886,16.586758,14.968032
31,Polyommatus icarus,Berkshire,VC,8,1894,male,14.237,79.019,2.057,5.617,14.602814,15.69195,13.707544,9.335014,9.697249,6.432204,13.062894,17.433416,16.505123,15.541216
32,Polyommatus icarus,Berkshire,VC,8,1894,female,14.53,82.954,1.66,5.369,14.602814,15.69195,13.707544,9.335014,9.697249,6.432204,13.062894,17.433416,16.505123,15.541216
33,Polyommatus icarus,Berkshire,VC,8,1894,female,14.35,88.333,2.285,5.783,14.602814,15.69195,13.707544,9.335014,9.697249,6.432204,13.062894,17.433416,16.505123,15.541216
41,Lycaena phlaeas,Essex,UA,7,1894,NA,15.532,90.18,2.179,5.07,15.026376,16.154934,13.840337,9.480033,9.851837,6.394993,13.335799,17.806273,16.673855,15.171771
106,Lycaena phlaeas,Essex,UA,5,1894,NA,13.334,74.305,2.24,4.213,15.026376,16.154934,13.840337,9.480033,9.851837,6.394993,13.335799,17.806273,16.673855,15.171771
2,Polyommatus bellargus,Dorset,VC,8,1895,female,15.701,100.545,1.988,5.318,15.586301,15.567352,14.990805,12.545787,8.304305,5.470531,12.447169,15.152923,15.657563,13.949848
11,Polyommatus bellargus,Dorset,VC,8,1895,female,15.845,95.935,2.014,5.866,15.586301,15.567352,14.990805,12.545787,8.304305,5.470531,12.447169,15.152923,15.657563,13.949848
90,Cupido minimus,Gloucestershire,UA,6,1895,male,10.664,44.768,1.057,3.966,15.447846,15.624249,14.905825,12.653847,8.457039,5.273312,11.725426,14.436663,15.691364,13.847711
10,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,15.069,85.301,1.839,5.816,14.635914,16.678856,16.261564,12.345829,9.159114,7.130016,15.775613,15.447846,15.624249,14.905825
12,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,15.608,101.626,1.74,5.275,14.635914,16.678856,16.261564,12.345829,9.159114,7.130016,15.775613,15.447846,15.624249,14.905825
18,Polyommatus bellargus,West Sussex,VC,8,1896,male,15.705,94.335,1.616,5.766,14.933663,17.004402,16.204042,11.883862,8.959062,7.394052,16.050201,15.973554,15.850851,15.055751
21,Polyommatus bellargus,West Sussex,VC,8,1896,female,14.376,81.297,1.765,5.693,14.933663,17.004402,16.204042,11.883862,8.959062,7.394052,16.050201,15.973554,15.850851,15.055751
22,Polyommatus bellargus,West Sussex,VC,8,1896,male,15.561,94.271,1.764,6.088,14.933663,17.004402,16.204042,11.883862,8.959062,7.394052,16.050201,15.973554,15.850851,15.055751
23,Polyommatus bellargus,West Sussex,VC,8,1896,male,12.983,65.77,1.735,5.048,14.933663,17.004402,16.204042,11.883862,8.959062,7.394052,16.050201,15.973554,15.850851,15.055751
25,Polyommatus bellargus,West Sussex,VC,8,1896,female,15.612,93.395,1.487,5.932,14.933663,17.004402,16.204042,11.883862,8.959062,7.394052,16.050201,15.973554,15.850851,15.055751
61,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,14.69,78.996,1.573,5.262,14.635914,16.678856,16.261564,12.345829,9.159114,7.130016,15.775613,15.447846,15.624249,14.905825
62,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,14.503,89.335,1.753,5.638,14.635914,16.678856,16.261564,12.345829,9.159114,7.130016,15.775613,15.447846,15.624249,14.905825
1,Polyommatus icarus,Hampshire,UA,8,1896,male,12.614,63.38,1.312,5.478,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
2,Polyommatus icarus,Hampshire,UA,8,1896,male,14.167,86.163,1.467,5.995,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
4,Polyommatus icarus,Hampshire,UA,8,1896,female,13.713,69.374,1.503,4.625,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
5,Polyommatus icarus,Hampshire,UA,8,1896,female,13.015,69.615,1.341,4.365,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
9,Polyommatus icarus,Hampshire,UA,8,1896,male,15.371,95.455,1.531,5.155,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
10,Polyommatus icarus,Hampshire,UA,8,1896,female,14.445,80.031,1.53,5.327,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
12,Polyommatus icarus,Hampshire,UA,8,1896,female,13.437,72.743,1.572,5.535,15.107023,17.124094,16.268461,12.288995,9.31919,7.365443,16.142244,16.027769,15.943668,15.164737
20,Polyommatus icarus,Oxfordshire,VC,8,1896,male,13.563,70.098,1.321,5.081,14.295712,16.481052,15.905241,11.522465,8.751658,6.87224,15.418969,15.515078,15.424387,14.614604
21,Polyommatus icarus,Oxfordshire,VC,8,1896,female,14.563,79.764,1.404,4.484,14.295712,16.481052,15.905241,11.522465,8.751658,6.87224,15.418969,15.515078,15.424387,14.614604
28,Polyommatus icarus,Oxfordshire,VC,8,1896,female,14.604,80.317,1.993,4.966,14.295712,16.481052,15.905241,11.522465,8.751658,6.87224,15.418969,15.515078,15.424387,14.614604
38,Polyommatus icarus,Berkshire,VC,8,1896,male,15.383,87.036,1.595,6.795,14.464892,16.671585,16.024151,11.689522,8.851854,7.045075,15.588123,15.645049,15.693997,14.899685
94,Celastrina argiolus,Devon,UA,7,1896,male,15.942,101.393,1.345,6.31,14.775462,16.188066,15.559962,12.610732,9.495384,7.434866,15.436507,14.806207,14.883229,14.414386
95,Celastrina argiolus,Devon,UA,7,1896,female,15.631,95.206,1.423,5.25,14.775462,16.188066,15.559962,12.610732,9.495384,7.434866,15.436507,14.806207,14.883229,14.414386
6,Favonius quercus,Devon,UA,7,1896,male,17.503,130.817,1.889,6.757,14.775462,16.188066,15.559962,12.610732,9.495384,7.434866,15.436507,14.806207,14.883229,14.414386
99,Cupido minimus,Gloucestershire,UA,6,1896,male,9.868,34.874,0.859,3.898,14.635914,16.678856,16.261564,12.345829,9.159114,7.130016,15.775613,15.447846,15.624249,14.905825
17,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.981,89.64,1.866,5.692,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
18,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.226,82.83,1.657,5.427,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
19,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.579,78.58,1.867,5.323,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
25,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.47,82.58,1.551,4.925,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
26,Polyommatus icarus,Oxfordshire,VC,8,1897,female,13.756,79.144,1.676,4.864,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
7,Favonius quercus,Oxfordshire,VC,7,1897,female,15.702,104.059,1.956,4.8,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
14,Favonius quercus,Oxfordshire,VC,7,1897,female,16.445,115.157,2.138,6.096,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
29,Favonius quercus,Oxfordshire,VC,7,1897,female,16.73,120.24,2.275,6.257,15.756438,16.368694,14.869917,9.736147,6.963629,6.518244,12.926691,14.295712,16.481052,15.905241
69,Cupido minimus,Gloucestershire,UA,6,1897,female,10.321,39.152,0.925,3.864,15.866617,16.876617,15.253221,10.200251,7.274333,6.815884,13.181641,14.635914,16.678856,16.261564
95,Cupido minimus,Kent,UA,6,1897,female,11.101,46.852,1.205,4.136,16.788469,16.813808,15.34376,10.129855,7.52844,6.881975,13.624317,14.886707,16.976877000000002,16.004013
96,Cupido minimus,Kent,UA,6,1897,female,11.159,46.698,1.238,4.162,16.788469,16.813808,15.34376,10.129855,7.52844,6.881975,13.624317,14.886707,16.976877000000002,16.004013
1,Polyommatus bellargus,Gloucestershire,UA,6,1898,male,16.795,107.074,2.063,5.342,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
13,Polyommatus bellargus,Gloucestershire,UA,6,1898,female,15.652,94.404,2.311,5.021,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
3,Aricia agestis,Gloucestershire,UA,6,1898,NA,12.776,60.659,1.646,4.524,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
4,Aricia agestis,Kent,UA,8,1898,NA,12.196,59.219,1.171,5.416,17.007067,15.630173,13.483734,11.230898,8.098832,4.105043,12.640258,16.788469,16.813808,15.34376
7,Aricia agestis,Gloucestershire,UA,6,1898,NA,13.572,66.56,1.409,5.079,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
8,Aricia agestis,Kent,UA,8,1898,NA,12.537,56.001,1.172,5.103,17.007067,15.630173,13.483734,11.230898,8.098832,4.105043,12.640258,16.788469,16.813808,15.34376
11,Aricia agestis,Gloucestershire,UA,6,1898,NA,13.115,66.579,1.805,5.059,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
13,Aricia agestis,Kent,UA,8,1898,NA,11.221,51.269,1.408,4.086,17.007067,15.630173,13.483734,11.230898,8.098832,4.105043,12.640258,16.788469,16.813808,15.34376
63,Cupido minimus,East Gloucestershire,VC,6,1898,male,10.983,45.051,1.007,4.425,16.516279,15.55391,13.438625,10.314028,7.85784,3.888891,12.103228,15.807173,16.763962,15.16104
68,Cupido minimus,Gloucestershire,UA,6,1898,male,10.842,44.516,1.04,4.227,16.553318,15.682863,13.539598,10.328709,8.009415,3.979007,12.144537,15.866617,16.876617,15.253221
13,Lycaena phlaeas,Kent,UA,8,1898,NA,13.762,78.402,1.824,4.633,17.007067,15.630173,13.483734,11.230898,8.098832,4.105043,12.640258,16.788469,16.813808,15.34376
38,Polyommatus bellargus,Surrey,VC,8,1899,female,14.811,87.225,1.645,5.882,18.826656,18.504614,15.651691,10.369891,8.319517,4.57239,15.849396,17.320875,16.135557,13.662127
2,Aricia agestis,Oxfordshire,VC,6,1899,NA,12.03,50.744,1.21,4.701,17.871969,17.52261,15.053032,9.793482,7.725505,4.48036,15.07116,16.540226,15.232574,13.135278
97,Celastrina argiolus,Dorset,VC,7,1899,male,14.838,89.8,1.293,4.991,17.817974,17.086449000000002,15.959234,10.572321,8.086015,5.669073,15.849049,16.715612,16.187494,13.678517
98,Celastrina argiolus,Dorset,VC,7,1899,female,14.538,85.661,1.656,4.914,17.817974,17.086449000000002,15.959234,10.572321,8.086015,5.669073,15.849049,16.715612,16.187494,13.678517
23,Favonius quercus,Oxfordshire,VC,7,1899,male,16.929,127.682,1.729,5.871,17.871969,17.52261,15.053032,9.793482,7.725505,4.48036,15.07116,16.540226,15.232574,13.135278
64,Cupido minimus,Dorset,VC,6,1899,male,11.167,49.543,1.206,4.921,17.817974,17.086449000000002,15.959234,10.572321,8.086015,5.669073,15.849049,16.715612,16.187494,13.678517
65,Cupido minimus,Dorset,VC,8,1899,male,10.842,44.475,1.057,4.392,17.817974,17.086449000000002,15.959234,10.572321,8.086015,5.669073,15.849049,16.715612,16.187494,13.678517
37,Lycaena phlaeas,Middlesex,VC,6,1899,NA,14.777,93.962,2.221,4.002,19.075504,18.856882,16.07526,10.772348,8.611081,4.723746,16.229424,17.789396,16.375998,14.175136
5,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,14.826,81.003,1.441,6.116,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
15,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,14.924,92.162,1.591,5.668,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
45,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,16.232,100.21,1.814,6.065,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
29,Aricia agestis,Buckinghamshire,VC,8,1900,NA,11.07,45.729,1.133,4.821,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
31,Aricia agestis,Buckinghamshire,VC,6,1900,NA,13.187,64.93,1.293,5.616,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
3,Celastrina argiolus,Surrey,VC,4,1900,male,15.655,93.106,1.379,5.066,15.757407,18.487364,14.682467,10.730083,8.306919,3.949978,14.331018,18.826656,18.504614,15.651691
64,Celastrina argiolus,Oxfordshire,VC,8,1900,male,15.111,94.132,1.448,6.155,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
66,Celastrina argiolus,Oxfordshire,VC,5,1900,female,14.254,81.184,1.604,5.535,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
8,Favonius quercus,Oxfordshire,VC,7,1900,male,16.715,126.111,1.798,6.21,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
15,Favonius quercus,Oxfordshire,VC,7,1900,female,14.854,97.845,2.252,5.073,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
33,Favonius quercus,Oxfordshire,VC,7,1900,male,16.827,121.582,1.843,5.985,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
34,Favonius quercus,Oxfordshire,VC,7,1900,male,17.103,130.268,1.684,6.051,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
35,Favonius quercus,Oxfordshire,VC,7,1900,male,16.942,120.734,1.934,6.238,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
42,Favonius quercus,Oxfordshire,VC,7,1900,male,16.949,124.558,2.002,6.055,15.179111,17.776217,14.132282,9.782958,7.81856,3.112555,13.49314,17.871969,17.52261,15.053032
98,Cupido minimus,Kent,UA,7,1900,male,11.719,50.203,1.009,3.997,15.918589,18.343271,14.630761,10.591946,7.924553,3.78199,13.96431,18.407185,17.917034,14.877363
44,Lycaena phlaeas,Buckinghamshire,VC,8,1900,NA,14.667,90.103,2.096,4.672,15.379602,18.122313,14.500328,10.263393,7.914626,3.318129,13.665626,17.968586,17.759342,15.057614
23,Polyommatus icarus,Oxfordshire,VC,6,1901,male,15.266,86.394,2.012,5.348,15.618863,17.469416,13.666178,10.758775,8.143913,3.791172,13.310598,15.179111,17.776217,14.132282
65,Celastrina argiolus,Oxfordshire,VC,5,1901,female,14.35,81.467,1.474,5.586,15.618863,17.469416,13.666178,10.758775,8.143913,3.791172,13.310598,15.179111,17.776217,14.132282
72,Celastrina argiolus,Surrey,VC,8,1901,male,16.053,99.58,1.217,4.939,16.422752,17.783491,14.270461,11.28175,8.43957,3.975497,13.935666,15.757407,18.487364,14.682467
73,Celastrina argiolus,Surrey,VC,8,1901,female,15.221,92.443,1.397,5.822,16.422752,17.783491,14.270461,11.28175,8.43957,3.975497,13.935666,15.757407,18.487364,14.682467
9,Favonius quercus,Oxfordshire,VC,7,1901,male,17.76,127.662,1.956,6.233,15.618863,17.469416,13.666178,10.758775,8.143913,3.791172,13.310598,15.179111,17.776217,14.132282
54,Favonius quercus,Suffolk,UA,8,1901,female,15.826,103.793,1.777,3.961,16.657148,17.177374,13.757914,10.735271,8.091977,3.628469,14.472142,15.675531,18.201811,14.710679
99,Lycaena phlaeas,Glamorganshire,VC,7,1901,NA,14.309,86.072,1.932,4.336,15.235117,17.241943,13.391293,11.601035,8.113271,3.847043,13.238613,15.080635,17.014132,13.894741
51,Aricia agestis,Devon,UA,7,1902,NA,12.414,57.109,1.376,5.816,15.022241,14.643814,13.261704,8.886405,7.570788,7.201453,13.787059,15.722771,17.399593,13.637357
57,Aricia agestis,Devon,UA,7,1902,NA,11.911,51.957,1.415,4.621,15.022241,14.643814,13.261704,8.886405,7.570788,7.201453,13.787059,15.722771,17.399593,13.637357
27,Celastrina argiolus,Devon,UA,7,1902,female,16.148,107.722,1.823,6.444,15.022241,14.643814,13.261704,8.886405,7.570788,7.201453,13.787059,15.722771,17.399593,13.637357
80,Celastrina argiolus,Hertfordshire,VC,5,1902,male,13.995,77.096,1.32,5.819,14.837404,15.277513,13.829812,8.668142,7.617964,6.530223,13.997485,16.451771,17.826525,14.218724
56,Favonius quercus,Cumberland,VC,8,1903,male,14.195,85.497,1.729,4.277,12.319978,12.772182,11.224428,8.977411,4.606102,4.832169,11.220832,11.872811,11.972741,11.597429
18,Cupido minimus,Buckinghamshire,VC,6,1903,female,11.508,47.958,1.139,3.686,14.209246,15.299755,12.315771,10.922068,6.023992,6.920056,12.60335,14.583516,14.961947,13.487713
97,Cupido minimus,Kent,UA,6,1903,female,10.959,45.701,1.024,3.782,15.052446,15.860291,12.76257,11.185755,6.412287,7.34406,13.392535,14.975281,15.497676,13.673868
7,Lycaena phlaeas,Devon,UA,8,1903,NA,15.666,99.077,2.056,4.233,14.206777,15.066755,12.802999,11.033484,7.03572,7.103521,12.952954,15.022241,14.643814,13.261704
14,Lycaena phlaeas,Devon,UA,8,1903,NA,13.357,67.603,1.721,3.816,14.206777,15.066755,12.802999,11.033484,7.03572,7.103521,12.952954,15.022241,14.643814,13.261704
55,Polyommatus bellargus,Kent,UA,8,1904,male,16.201,100.049,1.491,6.263,16.124226,17.535372,13.662553,11.249771,8.9776,4.33783,13.72256,15.052446,15.860291,12.76257
44,Polyommatus icarus,Surrey,VC,7,1904,female,14.118,75.154,1.509,5.092,15.879501,17.825272,13.863856,11.502216,9.103109,4.410146,13.668086,14.919443,15.844425,12.883763
77,Polyommatus icarus,Cornwall,UA,6,1904,male,14.156,73.593,1.603,5.426,14.997442,16.136435,12.926418,10.320171,8.531859,5.338235,13.112979,14.16833,14.966775,12.718686
78,Polyommatus icarus,Cornwall,UA,6,1904,female,14.539,79.474,1.85,5.201,14.997442,16.136435,12.926418,10.320171,8.531859,5.338235,13.112979,14.16833,14.966775,12.718686
19,Polyommatus bellargus,Surrey,VC,6,1905,male,16.134,100.346,1.791,4.498,15.310223,18.121618,14.959064,11.112267,7.788753,6.814688,12.528646,15.879501,17.825272,13.863856
20,Polyommatus bellargus,Surrey,VC,6,1905,male,16.113,104.693,1.516,5.094,15.310223,18.121618,14.959064,11.112267,7.788753,6.814688,12.528646,15.879501,17.825272,13.863856
24,Polyommatus bellargus,Surrey,VC,6,1905,male,16.285,99.504,1.717,4.327,15.310223,18.121618,14.959064,11.112267,7.788753,6.814688,12.528646,15.879501,17.825272,13.863856
57,Favonius quercus,Cumberland,VC,7,1905,female,15.972,109.064,2.116,4.96,12.423185,14.697162,12.57079,9.134443,5.084094,4.903275,11.142368,12.744555,14.037982,11.688763
45,Cupido minimus,Surrey,VC,6,1905,female,10.71,40.291,1.159,3.21,15.310223,18.121618,14.959064,11.112267,7.788753,6.814688,12.528646,15.879501,17.825272,13.863856
15,Lycaena phlaeas,Suffolk,UA,5,1905,NA,13.426,65.516,1.425,4.464,15.587759,18.203974,14.790243,10.461885,7.135816,6.604289,12.802745,15.879007,17.414474,13.199779
29,Polyommatus bellargus,Surrey,VC,5,1906,female,14.343,76.733,1.938,5.594,17.328424,16.564415,13.853416,10.983745,7.221121,4.941289,12.846837,15.310223,18.121618,14.959064
30,Polyommatus bellargus,Surrey,VC,5,1906,female,15.885,95.089,2.209,5.837,17.328424,16.564415,13.853416,10.983745,7.221121,4.941289,12.846837,15.310223,18.121618,14.959064
66,Polyommatus bellargus,Surrey,VC,5,1906,female,13.487,68.393,1.893,5.577,17.328424,16.564415,13.853416,10.983745,7.221121,4.941289,12.846837,15.310223,18.121618,14.959064
67,Polyommatus bellargus,Surrey,VC,5,1906,female,14.259,80.246,2.171,5.855,17.328424,16.564415,13.853416,10.983745,7.221121,4.941289,12.846837,15.310223,18.121618,14.959064
21,Aricia agestis,Buckinghamshire,VC,8,1906,NA,13.57,68.682,1.291,5.339,17.236553,16.168537,13.706278,10.586218,6.97344,4.760283,12.408498,14.788069,17.762293,14.584011
22,Aricia agestis,Buckinghamshire,VC,8,1906,NA,13.421,70.656,1.548,4.881,17.236553,16.168537,13.706278,10.586218,6.97344,4.760283,12.408498,14.788069,17.762293,14.584011
