Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length
108,Limenitis camilla,Wiltshire,UA,7,1972,NA,29.231,333.659,2.958,9.262
53,Speyeria aglaja,Hampshire,UA,7,1973,NA,28.009,290.044,3.259,11.549
91,Speyeria aglaja,Oxfordshire,VC,7,1973,NA,25.722,249.89,2.839,11.383
94,Aglais urticae,Wiltshire,UA,9,1973,NA,24.802,228.815,2.547,7.033
97,Aglais urticae,Hampshire,UA,7,1973,NA,27.579,294.69,3.056,8.901
112,Pararge aegeria,Hampshire,UA,4,1973,NA,20.155,154.653,2.412,7.037
118,Pararge aegeria,Hampshire,UA,4,1973,NA,21.704,181.941,2.513,7.12
90,Limenitis camilla,Hampshire,UA,7,1973,NA,29.09,299.729,2.412,8.795
91,Limenitis camilla,Surrey,VC,7,1973,NA,27.262,285.281,2.444,9.435
96,Limenitis camilla,Surrey,VC,7,1973,NA,30.689,336.069,2.9,8.303
111,Limenitis camilla,Hampshire,UA,7,1973,NA,31.334,369.161,3.018,10.039
76,Polygonia c-album,West Sussex,VC,7,1974,NA,21.673,185.686,2.45,6.667
80,Polygonia c-album,Kent,UA,7,1974,NA,20.515,161.267,3.022,6.439
84,Polygonia c-album,Hampshire,UA,10,1974,NA,21.902,193.48,2.821,6.809
90,Maniola jurtina,Isles of Scilly,UA,9,1974,female,25.132,260.208,2.441,6.866
85,Aglais io,Surrey,VC,7,1975,NA,31.926,402.523,2.688,9.891
84,Aglais urticae,Leicestershire,VC,8,1975,NA,26.227,256.231,3.032,8.416
93,Aglais urticae,Wiltshire,UA,9,1975,NA,24.439,225.126,3.129,8.416
76,Limenitis camilla,Hampshire,UA,7,1975,NA,26.406,257.239,2.32,8.339
81,Limenitis camilla,Surrey,VC,7,1975,NA,31.147,370.942,2.901,9.465
77,Polygonia c-album,Hampshire,UA,8,1976,NA,22.275,190.41,2.934,5.897
89,Polygonia c-album,Hampshire,UA,8,1976,NA,22.191,179.546,2.108,6.724
44,Speyeria aglaja,Surrey,VC,7,1976,NA,29.2,325.736,3.406,12.409
90,Speyeria aglaja,Berkshire,VC,6,1976,NA,28.487,309.167,3.167,11.114
134,Pyronia tithonus,Hampshire,UA,7,1976,female,21.06,183.299,2.295,6.827
135,Pyronia tithonus,Surrey,VC,7,1976,male,18.154,137.136,1.246,7.195
108,Coenonympha tullia,Gwynedd,UA,6,1976,NA,19.876,155.262,1.456,7.588
109,Coenonympha tullia,Gwynedd,UA,6,1976,NA,19.414,140.765,1.668,5.826
110,Coenonympha tullia,Gwynedd,UA,6,1976,NA,18.905,140.954,1.395,6.797
92,Melanargia galathea,Wiltshire,UA,7,1976,female,26.483,267.917,3.022,8.436
87,Aglais io,Hampshire,UA,7,1976,NA,32.036,410.784,3.602,10.504
103,Pararge aegeria,Surrey,VC,7,1976,NA,21.414,175.434,1.498,6.504
104,Pararge aegeria,Surrey,VC,7,1976,NA,17.588,115.021,1.501,6.226
93,Lasiommata megera,Dorset,VC,7,1976,female,24.946,251.688,2.275,8.025
72,Polygonia c-album,Middlesex,VC,NA,1977,NA,23.768,207.3,3.448,7.665
90,Polygonia c-album,Surrey,VC,10,1977,NA,23.617,210.414,2.792,7.408
78,Speyeria aglaja,Cumberland,VC,7,1977,NA,26.558,269.941,2.602,10.41
81,Speyeria aglaja,Cumberland,VC,7,1977,NA,26.884,267.736,2.773,12.903
129,Pyronia tithonus,Dorset,VC,8,1977,female,21.534,191.941,2.493,6.459
116,Melanargia galathea,Wiltshire,UA,7,1977,female,24.529,244.912,3.197,8.455
117,Melanargia galathea,Wiltshire,UA,7,1977,female,23.667,220.162,3.555,9.064
70,Limenitis camilla,Hampshire,UA,7,1977,NA,27.49,274.496,2.564,10.197
106,Limenitis camilla,Hampshire,UA,7,1977,NA,27.552,284.417,2.51,9.8
110,Limenitis camilla,Hampshire,UA,7,1977,NA,28.916,308.797,2.599,9.023
43,Speyeria aglaja,Hampshire,UA,7,1978,NA,26.941,269.264,3.23,12.95
45,Speyeria aglaja,Hampshire,UA,8,1978,NA,28.435,318.574,3.06,10.58
92,Speyeria aglaja,Dumfriesshire,VC,8,1978,NA,28.718,317.349,3.436,10.847
93,Speyeria aglaja,Dumfriesshire,VC,8,1978,NA,28.276,299.019,3.167,11.683
102,Speyeria aglaja,Surrey,VC,7,1978,NA,28.18,305.21,3.168,12.488
75,Melanargia galathea,Surrey,VC,7,1978,female,26.487,262.888,3.159,8.954
77,Melanargia galathea,Surrey,VC,7,1978,male,23.876,229.024,1.896,10.4
78,Melanargia galathea,Surrey,VC,7,1978,male,23.635,211.881,1.829,9.676
65,Maniola jurtina,Devon,UA,7,1978,male,21.579,192.265,1.837,7.881
74,Maniola jurtina,Hampshire,UA,7,1978,male,23.339,213.698,2.008,9.176
72,Aglais io,Somerset,UA,8,1978,NA,29.474,359.636,3.236,9.678
81,Aglais io,Hampshire,UA,8,1978,NA,28.045,312.67,2.87,9.403
65,Argynnis paphia,Hampshire,UA,7,1978,male,33.592,414.233,3.338,11.15
85,Aglais urticae,Leicestershire,VC,8,1978,NA,24.365,227.268,2.716,8.833
86,Aglais urticae,Leicestershire,VC,8,1978,NA,27.055,281.736,3.47,8.367
89,Aglais urticae,West Sussex,VC,6,1978,NA,25.587,252.087,3.033,8.078
101,Lasiommata megera,West Sussex,VC,8,1978,male,21.652,174.484,1.558,7.03
82,Limenitis camilla,East Sussex,VC,8,1978,NA,28.361,287.149,1.986,8.183
78,Polygonia c-album,Hampshire,UA,6,1979,NA,25.743,242.676,3.419,8.234
79,Polygonia c-album,Wiltshire,UA,6,1979,NA,22.719,187.147,5.132,7.78
81,Polygonia c-album,Wiltshire,UA,6,1979,NA,23.682,206.425,2.849,7.18
102,Melanargia galathea,East Sussex,VC,7,1979,female,26.117,250.275,3.677,8.956
104,Maniola jurtina,Buckinghamshire,VC,7,1979,male,23.92,225.164,2.542,8.092
88,Aglais io,Hampshire,UA,8,1979,NA,27.761,304.387,2.717,9.009
55,Argynnis paphia,Hampshire,UA,7,1979,female,33.537,390.656,3.42,10.405
69,Argynnis paphia,Hampshire,UA,7,1979,female,35.011,463.115,3.17,11.874
70,Argynnis paphia,West Sussex,VC,7,1979,female,33.053,374.176,3.087,9.676
74,Lasiommata megera,Surrey,VC,6,1979,female,22.925,210.122,3.417,7.896
82,Polygonia c-album,Hampshire,UA,6,1980,NA,25.341,233.827,3.082,7.864
87,Polygonia c-album,Hampshire,UA,6,1980,NA,25.221,238.712,2.849,7.977
66,Maniola jurtina,Devon,UA,7,1980,male,22.936,198.658,1.965,8.895
83,Maniola jurtina,Devon,UA,7,1980,male,22.537,209.721,1.564,8.292
63,Argynnis paphia,West Sussex,VC,7,1980,male,32.13,374.824,3.198,12.847
73,Argynnis paphia,West Sussex,VC,7,1980,female,31.522,356.901,3.088,10.041
76,Argynnis paphia,West Sussex,VC,7,1980,male,30.238,342.701,3.17,12.651
78,Argynnis paphia,West Sussex,VC,7,1980,female,32.219,371.465,3.283,10.316
103,Maniola jurtina,Buckinghamshire,VC,7,1981,female,25.22,263.648,2.714,8.813
74,Argynnis paphia,West Sussex,VC,7,1981,male,29.112,309.852,3.346,12.129
114,Pararge aegeria,Hampshire,UA,5,1981,NA,20.896,164.902,1.572,7.749
75,Argynnis paphia,West Sussex,VC,6,1982,male,31.485,362.614,2.753,12.152
78,Limenitis camilla,Hampshire,UA,6,1982,NA,30.577,356.304,3.205,8.793
119,Pyronia tithonus,Hampshire,UA,7,1983,male,17.7,140.332,1.388,7.593
84,Melanargia galathea,Hampshire,UA,7,1983,male,24.122,238.906,1.804,9.587
90,Melanargia galathea,Hampshire,UA,7,1983,female,26.056,255.591,3.068,9.157
75,Aglais io,Hampshire,UA,7,1983,NA,33.198,453.38,3.907,10.653
77,Aglais io,Hampshire,UA,7,1983,NA,31.673,408.165,3.297,10.562
58,Argynnis paphia,West Sussex,VC,7,1983,male,33.483,417.17,2.895,12.377
70,Aglais urticae,West Gloucestershire,VC,4,1983,NA,23.18,210.117,2.426,7.664
91,Aglais urticae,Wiltshire,UA,9,1983,NA,26.333,263.505,2.838,7.155
115,Pararge aegeria,Hampshire,UA,5,1983,NA,19.917,151.656,1.592,7.141
83,Limenitis camilla,West Sussex,VC,7,1983,NA,26.927,265.266,2.168,9.005
126,Pyronia tithonus,Hampshire,UA,7,1984,male,19.389,158.682,1.247,7.649
128,Pyronia tithonus,Hampshire,UA,8,1984,female,20.652,170.93,1.955,7.195
131,Pyronia tithonus,Hampshire,UA,8,1984,female,22.201,198.419,2.606,7.45
74,Aglais io,Somerset,UA,4,1984,NA,28.429,325,2.808,9.159
76,Aglais io,Hampshire,UA,8,1984,NA,32.419,423.446,3.759,10.135
66,Argynnis paphia,Wiltshire,UA,7,1984,female,33.375,403.631,3.392,11.186
99,Aglais urticae,Argyll,VC,8,1984,NA,24.668,227.68,3.036,7.543
100,Aglais urticae,Argyll,VC,8,1984,NA,26.104,257.825,3.032,8.22
79,Limenitis camilla,Oxfordshire,VC,7,1984,NA,26.253,245.182,2.106,9.038
98,Limenitis camilla,Hampshire,UA,7,1984,NA,30.096,328.226,3.177,9.127
132,Pyronia tithonus,Oxfordshire,VC,8,1985,male,18.014,135.486,1.303,5.92
133,Pyronia tithonus,Oxfordshire,VC,8,1985,female,19.464,157.672,2.098,6.571
101,Melanargia galathea,Oxfordshire,VC,7,1985,male,24.793,240.616,2.188,10.285
94,Aglais io,West Gloucestershire,VC,8,1985,NA,29.726,353.335,2.625,7.358
69,Aglais urticae,West Gloucestershire,VC,7,1985,NA,25.058,250.819,3.011,7.641
95,Aglais urticae,Hampshire,UA,8,1985,NA,25.048,250.959,2.983,8.27
96,Aglais urticae,Hampshire,UA,8,1985,NA,24.125,223.614,2.766,8.373
98,Aglais urticae,Hampshire,UA,8,1985,NA,25.406,254.915,2.911,8.516
120,Pararge aegeria,Hampshire,UA,5,1985,NA,22.366,194.001,2.806,6.891
95,Aglais io,West Gloucestershire,VC,11,1986,NA,28.136,334.773,3.023,8.12
92,Aglais urticae,Wiltshire,UA,8,1986,NA,24.217,219.399,2.692,8.707
116,Pararge aegeria,Hampshire,UA,6,1986,NA,21.043,169.345,1.529,7.79
117,Pararge aegeria,Hampshire,UA,5,1986,NA,20.923,165.75,1.655,8.104
94,Lasiommata megera,Hampshire,UA,8,1986,female,22.8,209.357,2.12,7.916
95,Lasiommata megera,Hampshire,UA,8,1986,female,22.527,199.049,2.794,6.965
97,Lasiommata megera,Hampshire,UA,8,1986,female,23.139,199.353,2.66,7.701
102,Lasiommata megera,Hampshire,UA,8,1986,male,21.535,179.012,1.601,8.349
103,Lasiommata megera,Hampshire,UA,8,1986,male,21.817,174.7,1.471,7.635
67,Melanargia galathea,West Gloucestershire,VC,7,1987,male,24.298,249.834,1.85,10.578
68,Melanargia galathea,West Gloucestershire,VC,7,1987,male,23.746,244.711,1.895,11.3
69,Melanargia galathea,West Gloucestershire,VC,7,1987,female,28.335,304.288,3.272,9.138
70,Melanargia galathea,West Gloucestershire,VC,7,1987,female,26.99,287.681,3.879,10.467
80,Melanargia galathea,Hampshire,UA,7,1987,male,24.431,234.533,1.827,10.42
77,Maniola jurtina,West Gloucestershire,VC,7,1987,female,23.924,226.098,2.116,7.968
101,Pararge aegeria,West Gloucestershire,VC,9,1988,NA,22.101,180.552,1.583,7.49
74,Polygonia c-album,Wiltshire,UA,9,1989,NA,21.576,160.437,1.88,5.466
75,Polygonia c-album,Somerset,UA,3,1989,NA,22.616,174.134,2.166,6.04
57,Speyeria aglaja,Devon,UA,6,1989,NA,24.819,240.459,3.145,13.064
83,Aglais urticae,Oxfordshire,VC,NA,1989,NA,26.612,263.207,3.517,8.295
95,Melanargia galathea,Wiltshire,UA,7,1990,female,27.155,293.193,3.407,8.232
96,Melanargia galathea,Wiltshire,UA,7,1990,male,24.53,231.355,1.782,10.578
67,Argynnis paphia,Wiltshire,UA,7,1990,female,32.024,363.617,2.976,10.622
84,Limenitis camilla,Lincolnshire,UA,6,1990,NA,26.863,264.405,2.503,9.433
87,Limenitis camilla,Wiltshire,UA,7,1990,NA,31.55,363.216,2.961,9.951
46,Speyeria aglaja,Wiltshire,UA,7,1991,NA,28.281,302.195,3.317,12.98
47,Speyeria aglaja,Wiltshire,UA,7,1991,NA,25.308,252.473,3.173,10.692
48,Speyeria aglaja,Wiltshire,UA,7,1991,NA,26.187,271.249,3.002,11.235
42,Speyeria aglaja,Derbyshire,VC,7,1993,NA,27.889,280.012,3.488,10.206
86,Speyeria aglaja,Argyll,VC,8,1993,NA,30.328,355.802,3.504,12.169
112,Pyronia tithonus,Ceredigion,UA,8,1993,female,18.966,145.279,2.011,6.346
116,Pyronia tithonus,Ceredigion,UA,8,1993,male,17.812,126.568,1.501,8.584
82,Aglais io,Hampshire,UA,8,1993,NA,28.956,327.106,2.595,8.7
119,Pararge aegeria,Hampshire,UA,5,1993,NA,21.254,184.795,2.346,6.87
122,Pararge aegeria,Hampshire,UA,4,1993,NA,20.328,159.814,1.508,7.56
123,Pararge aegeria,Hampshire,UA,4,1993,NA,20.668,162.648,1.487,8.314
89,Limenitis camilla,Wiltshire,UA,7,1993,NA,30.292,343.175,2.869,8.12
115,Melanargia galathea,Dorset,VC,7,1994,female,24.567,244.854,2.57,8.038
81,Lasiommata megera,Wiltshire,UA,6,1994,male,21.087,172.328,1.732,9.344
82,Lasiommata megera,Wiltshire,UA,6,1994,male,22.435,195.482,1.839,8.695
83,Lasiommata megera,Wiltshire,UA,6,1994,male,21.581,173.404,1.839,7.702
84,Speyeria aglaja,Argyll,VC,7,1995,NA,30.261,349.056,3.676,11.513
85,Speyeria aglaja,Argyll,VC,7,1995,NA,27.424,310.657,3.504,13.341
88,Speyeria aglaja,East Inverness-shire,VC,7,1995,NA,27.796,310.82,2.695,12.579
89,Speyeria aglaja,East Inverness-shire,VC,7,1995,NA,27.73,301.124,3.287,13.655
68,Argynnis paphia,Wiltshire,UA,6,1995,female,34.288,428.563,3.643,11.374
128,Pararge aegeria,Hampshire,UA,9,1995,NA,21.02,173.588,2.262,5.174
103,Speyeria aglaja,Derbyshire,VC,7,1996,NA,27.8,271.681,3.677,11.355
114,Pyronia tithonus,Oxfordshire,VC,8,1996,female,19.681,152.333,1.786,6.432
76,Lasiommata megera,West Sussex,VC,8,1996,female,23.391,220.009,3.245,7.419
86,Polygonia c-album,Hampshire,UA,7,1997,NA,23.433,198.666,2.908,6.498
126,Pararge aegeria,Hampshire,UA,9,1997,NA,21.481,191.393,1.927,7.204
127,Pararge aegeria,Hampshire,UA,9,1997,NA,20.385,159.179,1.34,7.772
93,Limenitis camilla,Hampshire,UA,6,1997,NA,29.53,310.578,2.321,10.012
87,Melanargia galathea,Wiltshire,UA,7,1998,female,26.511,267.869,3.045,9.09
93,Melanargia galathea,Wiltshire,UA,7,1998,female,25.389,243.877,3.045,8.3
125,Pararge aegeria,Hampshire,UA,8,1998,NA,21.014,170.761,2.073,6.178
90,Lasiommata megera,East Sussex,VC,8,1998,female,23.022,215.628,2.819,8.026
91,Lasiommata megera,East Sussex,VC,8,1998,female,22.471,205.377,2.64,7.094
99,Lasiommata megera,East Sussex,VC,8,1998,male,22.379,187.82,1.623,8.695
100,Lasiommata megera,East Sussex,VC,8,1998,male,21.638,191.074,1.882,8.003
94,Limenitis camilla,Hampshire,UA,6,1998,NA,28.96,308.685,2.29,8.212
97,Limenitis camilla,Hampshire,UA,7,1998,NA,27.24,274.702,2.351,7.786
82,Melanargia galathea,Buckinghamshire,VC,6,2003,female,23.735,222.338,1.985,7.285
83,Melanargia galathea,Buckinghamshire,VC,6,2003,male,23.935,241.891,2.414,9.653
88,Melanargia galathea,Buckinghamshire,VC,6,2003,female,27.285,284.198,4.377,9.54
89,Melanargia galathea,Buckinghamshire,VC,6,2003,female,26.084,266.288,3.458,9.048
70,Aglais io,Oxfordshire,VC,1,2003,NA,25.777,287.927,2.625,8.734
121,Pararge aegeria,Glamorganshire,VC,5,2003,NA,20.64,165.068,2.388,7.434
120,Pyronia tithonus,Hampshire,UA,7,2004,male,18.079,139.792,1.36,7.025
122,Pyronia tithonus,Hampshire,UA,7,2004,female,21.451,181.086,2.295,6.855
127,Pyronia tithonus,Hampshire,UA,7,2004,male,17.888,132.8,1.473,8.245
104,Aglais urticae,Oxfordshire,VC,1,2004,NA,25.831,249.357,3.202,7.96
89,Lasiommata megera,Wiltshire,UA,8,2006,female,24.482,239.344,2.595,8.155
92,Lasiommata megera,East Sussex,VC,8,2006,female,23.676,222.692,2.77,8.329
96,Lasiommata megera,Wiltshire,UA,8,2006,female,24.686,240.662,2.553,8.219
98,Lasiommata megera,Wiltshire,UA,8,2006,male,22.452,191.52,1.709,8.998
129,Pararge aegeria,Middlesex,VC,4,2011,NA,21.442,174.69,3.059,7.351
130,Pararge aegeria,Middlesex,VC,4,2011,NA,21.377,178.162,2.45,6.576
124,Pararge aegeria,Outer Hebrides,VC,7,2012,NA,21.69,191.535,1.403,8.063
121,Pyronia tithonus,East Sussex,VC,7,2014,female,21.729,191.696,2.268,6.6
2,Papilio machaon,Cambridgeshire,VC,NA,1890,female,38.793,514.582,5.164,10.926
7,Papilio machaon,Cambridgeshire,VC,NA,1890,female,39.062,530.371,4.826,11.224
12,Papilio machaon,Cambridgeshire,VC,NA,1890,female,35.923,467.231,5.946,10.027
13,Papilio machaon,Cambridgeshire,VC,NA,1890,male,35.448,425.381,3.143,10.887
17,Papilio machaon,Cambridgeshire,VC,NA,1890,male,37.591,475.951,4.788,10.962
18,Papilio machaon,Cambridgeshire,VC,NA,1890,female,36.746,478.321,4.675,11.638
22,Papilio machaon,Cambridgeshire,VC,NA,1890,female,34.705,429.407,5.315,10.775
29,Papilio machaon,Cambridgeshire,VC,NA,1890,male,34.572,446.3,3.942,12.231
35,Papilio machaon,Cambridgeshire,VC,6,1892,female,39.435,515.425,5.189,11.147
31,Papilio machaon,Cambridgeshire,VC,6,1896,female,41.572,582.703,4.587,11.995
1,Papilio machaon,Cambridgeshire,VC,6,1897,female,39.345,488.495,5.46,10.776
6,Papilio machaon,Cambridgeshire,VC,6,1897,male,36.121,451.736,4.713,9.992
11,Papilio machaon,Cambridgeshire,VC,6,1897,male,36.467,468.099,3.668,11.006
16,Papilio machaon,Cambridgeshire,VC,6,1897,male,36.364,469.411,3.6,12.165
24,Papilio machaon,Cambridgeshire,VC,NA,1897,female,38.835,522.448,5.162,13.543
28,Papilio machaon,Cambridgeshire,VC,6,1897,female,40.44,559.937,5.964,11.691
72,Papilio machaon,Cambridgeshire,VC,8,1899,female,40.361,577.489,5.711,12.923
21,Papilio machaon,Cambridgeshire,VC,8,1901,male,39.122,508.197,3.628,11.224
23,Papilio machaon,Norfolk,UA,NA,1901,male,32.647,367.887,4.566,11.115
40,Papilio machaon,Norfolk,UA,6,1903,female,39.633,550.433,5.891,13.465
10,Papilio machaon,Cambridgeshire,VC,NA,1905,male,37.443,471.334,4.419,10.812
4,Papilio machaon,Cambridgeshire,VC,NA,1906,female,37.216,478.376,5.162,9.842
15,Papilio machaon,Cambridgeshire,VC,7,1906,male,34.155,388.498,3.483,9.133
20,Papilio machaon,Cambridgeshire,VC,7,1906,female,37.921,515.477,5.162,10.587
25,Papilio machaon,Norfolk,UA,NA,1908,female,31.034,312.378,4.039,9.016
27,Papilio machaon,Norfolk,UA,NA,1908,male,36.264,456.901,3.707,11.495
32,Papilio machaon,Cambridgeshire,VC,6,1916,male,39.173,520.547,4.366,12.09
38,Papilio machaon,Cambridgeshire,VC,6,1916,female,39.339,552.439,5.866,11.513
39,Papilio machaon,Cambridgeshire,VC,6,1916,male,38.555,494.7,4.793,12.886
41,Papilio machaon,Cambridgeshire,VC,6,1916,male,39.588,502.971,4.215,11.511
3,Papilio machaon,Norfolk,UA,5,1919,male,34.099,392.165,3.179,11.379
8,Papilio machaon,Norfolk,UA,5,1919,male,31.144,332.12,2.992,9.955
9,Papilio machaon,Norfolk,UA,5,1919,male,38.571,484.424,3.299,12.804
14,Papilio machaon,Norfolk,UA,5,1919,female,40.342,576.193,5.155,13.213
19,Papilio machaon,Norfolk,UA,5,1919,male,39.693,533.91,3.972,14.889
26,Papilio machaon,Norfolk,UA,5,1919,female,42.29,596.892,5.863,12.435
30,Papilio machaon,Norfolk,UA,5,1919,male,38.005,507.55,4.077,13.949
50,Papilio machaon,Cambridgeshire,VC,6,1921,male,36.708,455.89,4.824,11.875
51,Papilio machaon,Cambridgeshire,VC,6,1921,female,40.66,548.896,4.67,11.845
49,Papilio machaon,Cambridgeshire,VC,5,1927,male,36.699,417.823,3.907,10.134
58,Papilio machaon,Norfolk,UA,6,1928,female,42.543,581.347,6.38,11.671
5,Papilio machaon,Norfolk,UA,NA,1930,male,34.937,468.827,4.002,11.432
46,Papilio machaon,Cambridgeshire,VC,6,1930,male,37.217,443.357,4.304,10.96
48,Papilio machaon,Cambridgeshire,VC,6,1930,male,37.474,489.106,4.611,11.051
47,Papilio machaon,Cambridgeshire,VC,6,1931,male,38.096,484.784,4.06,11.294
53,Papilio machaon,Cambridgeshire,VC,7,1934,male,38.749,506.582,3.938,12.949
57,Papilio machaon,Norfolk,UA,7,1935,male,40.538,555.731,3.938,13.37
42,Papilio machaon,Cambridgeshire,VC,5,1940,male,39.943,531.922,3.499,13.011
43,Papilio machaon,Cambridgeshire,VC,5,1940,male,36.738,481.967,4.152,12.974
44,Papilio machaon,Cambridgeshire,VC,5,1940,male,35.887,454.277,3.511,11.585
74,Papilio machaon,Kent,UA,7,1945,male,37.78,501.729,4.061,11.694
73,Papilio machaon,Norfolk,UA,5,1948,female,38.759,510.872,5.129,11.996
56,Papilio machaon,Norfolk,UA,NA,1949,male,39.009,512.381,4.061,12.18
52,Papilio machaon,Norfolk,UA,6,1956,female,38.675,537.414,5.861,10.747
54,Papilio machaon,Norfolk,UA,7,1956,female,41.667,556.441,4.823,11.264
75,Papilio machaon,Hampshire,UA,5,1965,male,35.265,420.851,4.449,12.906
77,Papilio machaon,Hampshire,UA,6,1965,male,36.537,449.887,4.599,12.509
80,Papilio machaon,Hampshire,UA,6,1965,male,31.244,354.526,3.904,10.628
60,Papilio machaon,Norfolk,UA,NA,1966,male,40.146,536.381,4.581,13.675
64,Papilio machaon,Norfolk,UA,NA,1966,male,37.766,475.895,4.307,13.126
67,Papilio machaon,Norfolk,UA,NA,1966,female,41.3,595.226,5.221,13.708
71,Papilio machaon,Norfolk,UA,5,1966,male,35.839,443.132,3.758,12.496
76,Papilio machaon,Hampshire,UA,5,1966,female,40.725,585.456,5.575,14.495
78,Papilio machaon,Hampshire,UA,6,1966,male,35.83,431.815,4.147,12.788
79,Papilio machaon,Hampshire,UA,6,1966,male,37.407,456.319,4.146,12.754
65,Papilio machaon,Norfolk,UA,NA,1970,male,38.959,483.34,4.976,12.276
66,Papilio machaon,Norfolk,UA,NA,1970,female,41.961,586.529,5.434,13.939
70,Papilio machaon,Norfolk,UA,5,1970,female,40.861,568.285,4.732,12.671
68,Papilio machaon,Norfolk,UA,5,1972,male,32.982,372.19,2.992,11.325
62,Papilio machaon,Norfolk,UA,NA,1975,female,39.221,554.894,5.007,13.828
45,Papilio machaon,Norfolk,UA,6,1976,female,40.443,573.41,5.343,12.529
55,Papilio machaon,Norfolk,UA,5,1977,female,40.623,584.559,5.772,12.616
59,Papilio machaon,Norfolk,UA,5,1977,male,38.519,512.233,3.336,12.401
61,Papilio machaon,Norfolk,UA,8,1982,female,40.48,565.437,4.152,13.204
63,Papilio machaon,Norfolk,UA,6,1982,female,40.678,560.792,5.372,13.067
69,Papilio machaon,Norfolk,UA,8,1990,female,39.188,551.155,4.152,11.418
45,Gonepteryx rhamni,Kent,UA,8,1886,male,29.688,334.326,2.503,9.921
46,Gonepteryx rhamni,Middlesex,VC,10,1887,male,27.982,309.692,3.266,11.691
12,Pieris brassicae,Dorset,VC,5,1887,male,30.338,349.505,2.233,12.608
13,Pieris brassicae,Dorset,VC,5,1887,male,31.63,347.975,2.016,12.398
14,Pieris brassicae,Dorset,VC,5,1887,male,30.279,328.804,2.687,11.478
15,Pieris brassicae,Dorset,VC,5,1887,female,30.864,348.801,2.571,10.413
16,Pieris brassicae,Dorset,VC,5,1887,female,31.781,379.354,2.718,10.411
17,Pieris brassicae,Dorset,VC,5,1887,female,32.079,374.85,3.217,10.603
75,Leptidea sinapis,Dorset,VC,6,1887,female,19.592,141.639,1.208,9.283
88,Leptidea sinapis,Hampshire,UA,6,1887,male,18.005,111.822,1.027,9.184
28,Pieris brassicae,Hampshire,UA,8,1888,female,34.415,456.708,2.961,11.691
85,Leptidea sinapis,Hampshire,UA,6,1888,female,18.888,124.433,1.143,9.301
86,Leptidea sinapis,Hampshire,UA,6,1888,male,21.124,151.709,1.142,9.571
87,Leptidea sinapis,Hampshire,UA,6,1888,male,19.202,122.132,0.911,10.396
1,Anthocharis cardamines,Surrey,VC,NA,1889,male,21.167,167.089,1.636,10.68
30,Pieris brassicae,Hampshire,UA,8,1890,female,32.838,406.006,2.87,10.776
28,Anthocharis cardamines,Cumberland,VC,6,1890,male,20.446,152.598,1.701,11.001
29,Anthocharis cardamines,Cumberland,VC,6,1890,male,17.765,116.191,1.226,9.824
47,Gonepteryx rhamni,Northamptonshire,VC,8,1891,male,26.862,276.115,3.206,9.927
2,Pieris brassicae,Devon,UA,NA,1891,male,29.157,311.059,2.159,11.265
29,Pieris brassicae,Hampshire,UA,8,1891,female,30.306,350.678,3.449,10.319
31,Pieris brassicae,Hampshire,UA,7,1891,female,35.233,475.071,3.848,13.038
6,Pieris brassicae,Devon,UA,8,1892,female,34.691,477.359,3.175,10.684
36,Anthocharis cardamines,Lancashire,UA,NA,1892,male,21.926,170.393,1.665,8.712
32,Pieris brassicae,Oxfordshire,VC,4,1893,male,30.111,338.66,3.236,10.319
33,Pieris brassicae,Oxfordshire,VC,4,1893,female,30.691,347.093,2.992,12.67
78,Pieris brassicae,Middlesex,VC,5,1893,female,28.748,290.323,2.739,9.587
13,Anthocharis cardamines,Surrey,VC,5,1893,female,22.557,192.59,2.867,9.546
26,Anthocharis cardamines,North-east Yorkshire,VC,6,1893,male,20.06,150.813,1.793,9.878
27,Anthocharis cardamines,North-east Yorkshire,VC,6,1893,female,22.111,169.701,1.812,8.049
8,Leptidea sinapis,Devon,UA,7,1893,male,18.918,122.792,0.964,9.31
9,Leptidea sinapis,Devon,UA,7,1893,female,20.067,149.957,1.089,9.162
17,Leptidea sinapis,Devon,UA,7,1893,male,17.664,115.347,0.943,9.102
49,Leptidea sinapis,Hampshire,UA,5,1893,male,19.05,128.103,0.927,9.718
56,Leptidea sinapis,Hampshire,UA,5,1893,male,20.228,139.741,1.142,11.021
57,Leptidea sinapis,Hampshire,UA,4,1893,female,19.005,134.118,1.341,10.623
21,Gonepteryx rhamni,Warwickshire,VC,9,1896,male,27.781,297.952,2.91,10.438
22,Gonepteryx rhamni,Warwickshire,VC,10,1896,male,27.577,293.58,2.936,10.437
24,Gonepteryx rhamni,Oxfordshire,VC,5,1896,male,29.551,329.35,2.355,11.299
42,Anthocharis cardamines,Oxfordshire,VC,5,1896,female,22.235,185.878,2.635,9.022
43,Anthocharis cardamines,Oxfordshire,VC,5,1896,male,19.7,140.383,1.409,9.164
58,Leptidea sinapis,Hampshire,UA,5,1896,female,18.23,111.171,1.059,8.736
59,Leptidea sinapis,Hampshire,UA,7,1896,male,19.943,130.517,1.093,10.325
77,Leptidea sinapis,Devon,UA,7,1896,male,19.315,132.325,1.076,9.531
60,Gonepteryx rhamni,Gloucestershire,UA,4,1897,female,29.828,362.027,2.626,9.738
1,Pieris brassicae,Devon,UA,5,1897,male,29.325,288.516,2.718,10.41
